year,quarter,level,region,category,type,count,amount
2021,4,state,Maharashtra,Insurance,TOTAL,82423,93262227.0
2022,1,state,Maharashtra,Insurance,TOTAL,88015,117411928.0
2022,2,state,Maharashtra,Insurance,TOTAL,80935,104603934.0
2022,3,state,Maharashtra,Insurance,TOTAL,90958,113835208.0
2022,4,state,Maharashtra,Insurance,TOTAL,125900,174915648.0
2023,1,state,Maharashtra,Insurance,TOTAL,112174,166596248.0
2023,2,state,Maharashtra,Insurance,TOTAL,102754,157303399.0
2023,3,state,Maharashtra,Insurance,TOTAL,104872,151171882.0
2023,4,state,Maharashtra,Insurance,TOTAL,136968,217657114.0
2024,1,state,Maharashtra,Insurance,TOTAL,149016,224725389.0
2024,2,state,Maharashtra,Insurance,TOTAL,118933,198945046.0
2024,3,state,Maharashtra,Insurance,TOTAL,119776,201319952.0
2024,4,state,Maharashtra,Insurance,TOTAL,168078,266942711.0
2020,2,state,Manipur,Insurance,TOTAL,55,12554.0
2020,3,state,Manipur,Insurance,TOTAL,134,45164.0
2020,4,state,Manipur,Insurance,TOTAL,90,49057.0
2021,1,state,Manipur,Insurance,TOTAL,136,72254.0
2021,2,state,Manipur,Insurance,TOTAL,127,81332.0
2021,3,state,Manipur,Insurance,TOTAL,111,133016.0
2021,4,state,Manipur,Insurance,TOTAL,145,271789.0
2022,1,state,Manipur,Insurance,TOTAL,177,517854.0
2022,2,state,Manipur,Insurance,TOTAL,218,553649.0
2022,3,state,Manipur,Insurance,TOTAL,200,403213.0
2022,4,state,Manipur,Insurance,TOTAL,271,620655.0
2023,1,state,Manipur,Insurance,TOTAL,222,632084.0
2023,2,state,Manipur,Insurance,TOTAL,123,341671.0
2023,3,state,Manipur,Insurance,TOTAL,76,193021.0
2023,4,state,Manipur,Insurance,TOTAL,225,476626.0
2024,1,state,Manipur,Insurance,TOTAL,385,685052.0
2024,2,state,Manipur,Insurance,TOTAL,346,647411.0
2024,3,state,Manipur,Insurance,TOTAL,285,587893.0
2024,4,state,Manipur,Insurance,TOTAL,405,826159.0
2020,2,state,Meghalaya,Insurance,TOTAL,41,8829.0
2020,3,state,Meghalaya,Insurance,TOTAL,112,33615.0
2020,4,state,Meghalaya,Insurance,TOTAL,92,71029.0
2021,1,state,Meghalaya,Insurance,TOTAL,107,128776.0
2021,2,state,Meghalaya,Insurance,TOTAL,139,148434.0
2021,3,state,Meghalaya,Insurance,TOTAL,139,214554.0
2021,4,state,Meghalaya,Insurance,TOTAL,263,451612.0
2022,1,state,Meghalaya,Insurance,TOTAL,337,729211.0
2022,2,state,Meghalaya,Insurance,TOTAL,379,789094.0
2022,3,state,Meghalaya,Insurance,TOTAL,600,1039491.0
2022,4,state,Meghalaya,Insurance,TOTAL,627,1189529.0
2023,1,state,Meghalaya,Insurance,TOTAL,562,1187523.0
2023,2,state,Meghalaya,Insurance,TOTAL,730,1551577.0
2023,3,state,Meghalaya,Insurance,TOTAL,809,1728076.0
2023,4,state,Meghalaya,Insurance,TOTAL,806,1843364.0
2024,1,state,Meghalaya,Insurance,TOTAL,1030,1987107.0
2024,2,state,Meghalaya,Insurance,TOTAL,1235,2318007.0
2024,3,state,Meghalaya,Insurance,TOTAL,1140,2443878.0
2024,4,state,Meghalaya,Insurance,TOTAL,1313,2493656.0
2020,2,state,Mizoram,Insurance,TOTAL,31,7322.0
2020,3,state,Mizoram,Insurance,TOTAL,74,24691.0
2020,4,state,Mizoram,Insurance,TOTAL,81,119124.0
2021,1,state,Mizoram,Insurance,TOTAL,415,302841.0
2021,2,state,Mizoram,Insurance,TOTAL,187,124805.0
2021,3,state,Mizoram,Insurance,TOTAL,81,83641.0
2021,4,state,Mizoram,Insurance,TOTAL,100,175847.0
2022,1,state,Mizoram,Insurance,TOTAL,85,189428.0
2022,2,state,Mizoram,Insurance,TOTAL,76,115090.0
2022,3,state,Mizoram,Insurance,TOTAL,310,471306.0
2022,4,state,Mizoram,Insurance,TOTAL,350,612551.0
2023,1,state,Mizoram,Insurance,TOTAL,171,326688.0
2023,2,state,Mizoram,Insurance,TOTAL,119,232928.0
2023,3,state,Mizoram,Insurance,TOTAL,166,271799.0
2023,4,state,Mizoram,Insurance,TOTAL,312,557950.0
2024,1,state,Mizoram,Insurance,TOTAL,277,427693.0
2024,2,state,Mizoram,Insurance,TOTAL,214,331455.0
2024,3,state,Mizoram,Insurance,TOTAL,186,275746.0
2024,4,state,Mizoram,Insurance,TOTAL,489,811687.0
2020,2,state,Nagaland,Insurance,TOTAL,41,9791.0
2020,3,state,Nagaland,Insurance,TOTAL,89,20798.0
2020,4,state,Nagaland,Insurance,TOTAL,62,38836.0
2021,1,state,Nagaland,Insurance,TOTAL,79,42973.0
2021,2,state,Nagaland,Insurance,TOTAL,85,139479.0
2021,3,state,Nagaland,Insurance,TOTAL,91,123643.0
2021,4,state,Nagaland,Insurance,TOTAL,183,341424.0
2022,1,state,Nagaland,Insurance,TOTAL,242,529223.0
2022,2,state,Nagaland,Insurance,TOTAL,186,380878.0
2022,3,state,Nagaland,Insurance,TOTAL,210,439669.0
2022,4,state,Nagaland,Insurance,TOTAL,367,700864.0
2023,1,state,Nagaland,Insurance,TOTAL,320,704957.0
2023,2,state,Nagaland,Insurance,TOTAL,269,628890.0
2023,3,state,Nagaland,Insurance,TOTAL,268,632287.0
2023,4,state,Nagaland,Insurance,TOTAL,331,822973.0
2024,1,state,Nagaland,Insurance,TOTAL,526,925684.0
2024,2,state,Nagaland,Insurance,TOTAL,418,685292.0
2024,3,state,Nagaland,Insurance,TOTAL,410,820539.0
2024,4,state,Nagaland,Insurance,TOTAL,568,1168417.0
2020,2,state,Odisha,Insurance,TOTAL,2981,615193.0
2020,3,state,Odisha,Insurance,TOTAL,10955,2640191.0
2020,4,state,Odisha,Insurance,TOTAL,7526,4208701.0
2021,1,state,Odisha,Insurance,TOTAL,8236,4383330.0
2021,2,state,Odisha,Insurance,TOTAL,7942,5832924.0
2021,3,state,Odisha,Insurance,TOTAL,7967,6008686.0
2021,4,state,Odisha,Insurance,TOTAL,9093,10941626.0
2022,1,state,Odisha,Insurance,TOTAL,9627,14539309.0
2022,2,state,Odisha,Insurance,TOTAL,12371,16631095.0
2022,3,state,Odisha,Insurance,TOTAL,18898,23308531.0
2022,4,state,Odisha,Insurance,TOTAL,24538,33565401.0
2023,1,state,Odisha,Insurance,TOTAL,18899,29360555.0
2023,2,state,Odisha,Insurance,TOTAL,22163,31307110.0
2023,3,state,Odisha,Insurance,TOTAL,20263,29008350.0
2023,4,state,Odisha,Insurance,TOTAL,25065,39753392.0
2024,1,state,Odisha,Insurance,TOTAL,27977,40032495.0
2024,2,state,Odisha,Insurance,TOTAL,24579,36840474.0
2024,3,state,Odisha,Insurance,TOTAL,26524,40608651.0
2024,4,state,Odisha,Insurance,TOTAL,33165,46973224.0
2020,2,state,Puducherry,Insurance,TOTAL,112,22251.0
2020,3,state,Puducherry,Insurance,TOTAL,191,58399.0
2020,4,state,Puducherry,Insurance,TOTAL,234,197955.0
2021,1,state,Puducherry,Insurance,TOTAL,372,351827.0
2021,2,state,Puducherry,Insurance,TOTAL,526,508277.0
2021,3,state,Puducherry,Insurance,TOTAL,561,556442.0
2021,4,state,Puducherry,Insurance,TOTAL,786,946607.0
2022,1,state,Puducherry,Insurance,TOTAL,1199,1663404.0
2022,2,state,Puducherry,Insurance,TOTAL,1156,1597786.0
2022,3,state,Puducherry,Insurance,TOTAL,1585,2025529.0
2022,4,state,Puducherry,Insurance,TOTAL,2331,2693130.0
2023,1,state,Puducherry,Insurance,TOTAL,1955,2593091.0
2023,2,state,Puducherry,Insurance,TOTAL,1809,2614006.0
2023,3,state,Puducherry,Insurance,TOTAL,2232,2891647.0
2023,4,state,Puducherry,Insurance,TOTAL,2447,3419395.0
2024,1,state,Puducherry,Insurance,TOTAL,2702,3793554.0
2024,2,state,Puducherry,Insurance,TOTAL,2304,3322997.0
2024,3,state,Puducherry,Insurance,TOTAL,2600,3968523.0
2024,4,state,Puducherry,Insurance,TOTAL,2838,3896033.0
2020,2,state,Punjab,Insurance,TOTAL,2036,399452.0
2020,3,state,Punjab,Insurance,TOTAL,2488,684753.0
2020,4,state,Punjab,Insurance,TOTAL,2451,1884291.0
2021,1,state,Punjab,Insurance,TOTAL,3783,2558380.0
2021,2,state,Punjab,Insurance,TOTAL,4047,3768919.0
2021,3,state,Punjab,Insurance,TOTAL,4887,5271559.0
2021,4,state,Punjab,Insurance,TOTAL,6638,9912828.0
2022,1,state,Punjab,Insurance,TOTAL,7475,13155682.0
2022,2,state,Punjab,Insurance,TOTAL,9175,15465367.0
2022,3,state,Punjab,Insurance,TOTAL,12370,19381895.0
2022,4,state,Punjab,Insurance,TOTAL,12187,21727831.0
2023,1,state,Punjab,Insurance,TOTAL,10816,23330966.0
2023,2,state,Punjab,Insurance,TOTAL,13187,24998175.0
2023,3,state,Punjab,Insurance,TOTAL,14048,24461488.0
2023,4,state,Punjab,Insurance,TOTAL,13777,28715828.0
2024,1,state,Punjab,Insurance,TOTAL,14729,28213940.0
2024,2,state,Punjab,Insurance,TOTAL,14129,27164397.0
2024,3,state,Punjab,Insurance,TOTAL,15509,30111034.0
2024,4,state,Punjab,Insurance,TOTAL,16279,31878987.0
2020,2,state,Rajasthan,Insurance,TOTAL,5373,1095933.0
2020,3,state,Rajasthan,Insurance,TOTAL,15235,3758527.0
2020,4,state,Rajasthan,Insurance,TOTAL,12509,6471573.0
2021,1,state,Rajasthan,Insurance,TOTAL,17800,8074225.0
2021,2,state,Rajasthan,Insurance,TOTAL,18281,14357445.0
2021,3,state,Rajasthan,Insurance,TOTAL,16643,12793862.0
2021,4,state,Rajasthan,Insurance,TOTAL,19375,24455262.0
2022,1,state,Rajasthan,Insurance,TOTAL,21517,31576932.0
2022,2,state,Rajasthan,Insurance,TOTAL,24333,33748931.0
2022,3,state,Rajasthan,Insurance,TOTAL,33975,45565544.0
2022,4,state,Rajasthan,Insurance,TOTAL,40926,60792838.0
2023,1,state,Rajasthan,Insurance,TOTAL,34415,61441050.0
2023,2,state,Rajasthan,Insurance,TOTAL,37170,61301449.0
2023,3,state,Rajasthan,Insurance,TOTAL,39960,64328784.0
2023,4,state,Rajasthan,Insurance,TOTAL,49741,94701652.0
2024,1,state,Rajasthan,Insurance,TOTAL,59127,102926410.0
2024,2,state,Rajasthan,Insurance,TOTAL,55241,95504657.0
2024,3,state,Rajasthan,Insurance,TOTAL,64533,108827800.0
2024,4,state,Rajasthan,Insurance,TOTAL,73530,127930986.0
2020,2,state,Sikkim,Insurance,TOTAL,21,4789.0
2020,3,state,Sikkim,Insurance,TOTAL,94,28000.0
2020,4,state,Sikkim,Insurance,TOTAL,67,70214.0
2021,1,state,Sikkim,Insurance,TOTAL,122,111777.0
2021,2,state,Sikkim,Insurance,TOTAL,93,122064.0
2021,3,state,Sikkim,Insurance,TOTAL,106,140552.0
2021,4,state,Sikkim,Insurance,TOTAL,195,503532.0
2022,1,state,Sikkim,Insurance,TOTAL,239,685987.0
2022,2,state,Sikkim,Insurance,TOTAL,160,383709.0
2022,3,state,Sikkim,Insurance,TOTAL,243,474940.0
2022,4,state,Sikkim,Insurance,TOTAL,306,667214.0
2023,1,state,Sikkim,Insurance,TOTAL,260,688605.0
2023,2,state,Sikkim,Insurance,TOTAL,270,628191.0
2023,3,state,Sikkim,Insurance,TOTAL,251,698251.0
2023,4,state,Sikkim,Insurance,TOTAL,324,793745.0
2024,1,state,Sikkim,Insurance,TOTAL,400,880182.0
2024,2,state,Sikkim,Insurance,TOTAL,685,1590554.0
2024,3,state,Sikkim,Insurance,TOTAL,461,1029398.0
2024,4,state,Sikkim,Insurance,TOTAL,599,1381680.0
2020,2,state,Tamil Nadu,Insurance,TOTAL,5473,1075552.0
2020,3,state,Tamil Nadu,Insurance,TOTAL,8026,2257373.0
2020,4,state,Tamil Nadu,Insurance,TOTAL,10290,8993575.0
2021,1,state,Tamil Nadu,Insurance,TOTAL,14406,11180849.0
2021,2,state,Tamil Nadu,Insurance,TOTAL,17682,16444344.0
2021,3,state,Tamil Nadu,Insurance,TOTAL,23107,23402918.0
2021,4,state,Tamil Nadu,Insurance,TOTAL,33037,42184290.0
2022,1,state,Tamil Nadu,Insurance,TOTAL,47621,64969045.0
2022,2,state,Tamil Nadu,Insurance,TOTAL,46714,61835120.0
2022,3,state,Tamil Nadu,Insurance,TOTAL,64356,79747520.0
2022,4,state,Tamil Nadu,Insurance,TOTAL,125491,146457790.0
2023,1,state,Tamil Nadu,Insurance,TOTAL,90690,116710222.0
2023,2,state,Tamil Nadu,Insurance,TOTAL,79698,105328191.0
2023,3,state,Tamil Nadu,Insurance,TOTAL,91069,114625593.0
2023,4,state,Tamil Nadu,Insurance,TOTAL,104871,139433796.0
2024,1,state,Tamil Nadu,Insurance,TOTAL,111521,148976175.0
2024,2,state,Tamil Nadu,Insurance,TOTAL,97348,135972378.0
2024,3,state,Tamil Nadu,Insurance,TOTAL,116867,162128271.0
2024,4,state,Tamil Nadu,Insurance,TOTAL,127002,173784251.0
2020,2,state,Telangana,Insurance,TOTAL,19003,3419453.0
2020,3,state,Telangana,Insurance,TOTAL,34395,8406543.0
2020,4,state,Telangana,Insurance,TOTAL,20961,11339099.0
2021,1,state,Telangana,Insurance,TOTAL,28298,14810947.0
2021,2,state,Telangana,Insurance,TOTAL,28870,20935651.0
2021,3,state,Telangana,Insurance,TOTAL,27080,20925217.0
2021,4,state,Telangana,Insurance,TOTAL,34848,38845492.0
2022,1,state,Telangana,Insurance,TOTAL,36325,51942016.0
2022,2,state,Telangana,Insurance,TOTAL,45600,58056956.0
2022,3,state,Telangana,Insurance,TOTAL,51465,64798126.0
2022,4,state,Telangana,Insurance,TOTAL,64655,88544127.0
2023,1,state,Telangana,Insurance,TOTAL,54508,82678207.0
2023,2,state,Telangana,Insurance,TOTAL,55118,79238968.0
2023,3,state,Telangana,Insurance,TOTAL,61523,84397465.0
2023,4,state,Telangana,Insurance,TOTAL,63993,105605522.0
2024,1,state,Telangana,Insurance,TOTAL,67388,105607539.0
2024,2,state,Telangana,Insurance,TOTAL,56941,96037304.0
2024,3,state,Telangana,Insurance,TOTAL,64873,110715264.0
2024,4,state,Telangana,Insurance,TOTAL,78498,124755619.0
2020,2,state,Tripura,Insurance,TOTAL,88,22054.0
2020,3,state,Tripura,Insurance,TOTAL,249,61642.0
2020,4,state,Tripura,Insurance,TOTAL,244,149765.0
2021,1,state,Tripura,Insurance,TOTAL,360,191531.0
2021,2,state,Tripura,Insurance,TOTAL,381,409934.0
2021,3,state,Tripura,Insurance,TOTAL,494,649961.0
2021,4,state,Tripura,Insurance,TOTAL,702,1022508.0
2022,1,state,Tripura,Insurance,TOTAL,907,1493401.0
2022,2,state,Tripura,Insurance,TOTAL,1021,1509105.0
2022,3,state,Tripura,Insurance,TOTAL,1590,2105984.0
2022,4,state,Tripura,Insurance,TOTAL,1508,2112534.0
2023,1,state,Tripura,Insurance,TOTAL,1642,2404958.0
2023,2,state,Tripura,Insurance,TOTAL,1563,2163813.0
2023,3,state,Tripura,Insurance,TOTAL,2071,2899393.0
2023,4,state,Tripura,Insurance,TOTAL,2237,3169741.0
2024,1,state,Tripura,Insurance,TOTAL,2637,3417568.0
2024,2,state,Tripura,Insurance,TOTAL,2188,2869489.0
2024,3,state,Tripura,Insurance,TOTAL,2516,3323343.0
2024,4,state,Tripura,Insurance,TOTAL,2794,3765732.0
2020,2,state,Uttar Pradesh,Insurance,TOTAL,9884,1912266.0
2020,3,state,Uttar Pradesh,Insurance,TOTAL,18131,4436969.0
2020,4,state,Uttar Pradesh,Insurance,TOTAL,17470,14180417.0
2021,1,state,Uttar Pradesh,Insurance,TOTAL,24103,18027573.0
2021,2,state,Uttar Pradesh,Insurance,TOTAL,25952,25137571.0
2021,3,state,Uttar Pradesh,Insurance,TOTAL,32799,32641118.0
2021,4,state,Uttar Pradesh,Insurance,TOTAL,44132,59654951.0
2022,1,state,Uttar Pradesh,Insurance,TOTAL,45996,73014969.0
2022,2,state,Uttar Pradesh,Insurance,TOTAL,55133,77434953.0
2022,3,state,Uttar Pradesh,Insurance,TOTAL,64514,87703512.0
2022,4,state,Uttar Pradesh,Insurance,TOTAL,77022,116755813.0
2023,1,state,Uttar Pradesh,Insurance,TOTAL,73080,127110494.0
2023,2,state,Uttar Pradesh,Insurance,TOTAL,74194,122522457.0
2023,3,state,Uttar Pradesh,Insurance,TOTAL,78940,121483170.0
2023,4,state,Uttar Pradesh,Insurance,TOTAL,92125,165509877.0
2024,1,state,Uttar Pradesh,Insurance,TOTAL,103701,176442664.0
2024,2,state,Uttar Pradesh,Insurance,TOTAL,92458,159894258.0
2024,3,state,Uttar Pradesh,Insurance,TOTAL,92930,157303596.0
2024,4,state,Uttar Pradesh,Insurance,TOTAL,116589,199179867.0
2020,2,state,Uttarakhand,Insurance,TOTAL,660,134899.0
2020,3,state,Uttarakhand,Insurance,TOTAL,1403,418543.0
2020,4,state,Uttarakhand,Insurance,TOTAL,1756,1961891.0
2021,1,state,Uttarakhand,Insurance,TOTAL,2607,2719327.0
2021,2,state,Uttarakhand,Insurance,TOTAL,2742,3265717.0
2021,3,state,Uttarakhand,Insurance,TOTAL,4111,4646571.0
2021,4,state,Uttarakhand,Insurance,TOTAL,5529,7849020.0
2022,1,state,Uttarakhand,Insurance,TOTAL,5339,8824948.0
2022,2,state,Uttarakhand,Insurance,TOTAL,5773,9168313.0
2022,3,state,Uttarakhand,Insurance,TOTAL,6784,10070172.0
2022,4,state,Uttarakhand,Insurance,TOTAL,8750,13817747.0
2023,1,state,Uttarakhand,Insurance,TOTAL,7552,13599026.0
2023,2,state,Uttarakhand,Insurance,TOTAL,8051,14034915.0
2023,3,state,Uttarakhand,Insurance,TOTAL,7856,12636749.0
2023,4,state,Uttarakhand,Insurance,TOTAL,10040,19045152.0
2024,1,state,Uttarakhand,Insurance,TOTAL,11533,19531483.0
2024,2,state,Uttarakhand,Insurance,TOTAL,10311,17754447.0
2024,3,state,Uttarakhand,Insurance,TOTAL,10487,17860144.0
2024,4,state,Uttarakhand,Insurance,TOTAL,13090,23367549.0
2020,2,state,West Bengal,Insurance,TOTAL,7619,1432764.0
2020,3,state,West Bengal,Insurance,TOTAL,12596,2878482.0
2020,4,state,West Bengal,Insurance,TOTAL,10233,7510455.0
2021,1,state,West Bengal,Insurance,TOTAL,15488,11172042.0
2021,2,state,West Bengal,Insurance,TOTAL,15200,12396029.0
2021,3,state,West Bengal,Insurance,TOTAL,24839,21424337.0
2021,4,state,West Bengal,Insurance,TOTAL,26320,31282871.0
2022,1,state,West Bengal,Insurance,TOTAL,38779,51160527.0
2022,2,state,West Bengal,Insurance,TOTAL,33542,41737021.0
2022,3,state,West Bengal,Insurance,TOTAL,47853,59092307.0
2022,4,state,West Bengal,Insurance,TOTAL,54277,70466433.0
2023,1,state,West Bengal,Insurance,TOTAL,56833,77461732.0
2023,2,state,West Bengal,Insurance,TOTAL,49792,65204280.0
2023,3,state,West Bengal,Insurance,TOTAL,58131,76359312.0
2023,4,state,West Bengal,Insurance,TOTAL,72712,100365562.0
2024,1,state,West Bengal,Insurance,TOTAL,79576,104987909.0
2024,2,state,West Bengal,Insurance,TOTAL,67048,89476633.0
2024,3,state,West Bengal,Insurance,TOTAL,77158,107451766.0
2024,4,state,West Bengal,Insurance,TOTAL,91719,120602777.0
