year,quarter,entity_type,entity_name,rank,type,count,amount,state
2023,1,district,Bilaspur,3,TOTAL,22515986,28109717724.0,Chhattisgarh
2023,1,district,Raigarh,4,TOTAL,14309929,20128762185.0,Chhattisgarh
2023,1,district,Korba,5,TOTAL,12843212,16488882083.0,Chhattisgarh
2023,1,district,Janjgir Champa,6,TOTAL,11935407,16206439751.0,Chhattisgarh
2023,1,district,Rajnandgaon,7,TOTAL,8307564,12366125060.0,Chhattisgarh
2023,1,district,Surguja,8,TOTAL,7940333,10560053086.0,Chhattisgarh
2023,1,district,Baloda Bazar,9,TOTAL,7197194,10652987448.0,Chhattisgarh
2023,1,district,Mahasamund,10,TOTAL,6599102,10588363841.0,Chhattisgarh
2023,2,district,Raipur,1,TOTAL,52620640,69883706700.0,Chhattisgarh
2023,2,district,Durg,2,TOTAL,26918873,34354238161.0,Chhattisgarh
2023,2,district,Bilaspur,3,TOTAL,26295348,31728128217.0,Chhattisgarh
2023,2,district,Raigarh,4,TOTAL,16537898,21670817692.0,Chhattisgarh
2023,2,district,Korba,5,TOTAL,14707141,18016273425.0,Chhattisgarh
2023,2,district,Janjgir Champa,6,TOTAL,14164104,17840916543.0,Chhattisgarh
2023,2,district,Rajnandgaon,7,TOTAL,9678721,13738399065.0,Chhattisgarh
2023,2,district,Surguja,8,TOTAL,9320236,12083741021.0,Chhattisgarh
2023,2,district,Baloda Bazar,9,TOTAL,8570502,11581152240.0,Chhattisgarh
2023,2,district,Mahasamund,10,TOTAL,7611714,11144524711.0,Chhattisgarh
2023,3,district,Raipur,1,TOTAL,60246482,74957335333.0,Chhattisgarh
2023,3,district,Durg,2,TOTAL,30518239,36454227676.0,Chhattisgarh
2023,3,district,Bilaspur,3,TOTAL,29954762,33373211751.0,Chhattisgarh
2023,3,district,Raigarh,4,TOTAL,18851633,22862641868.0,Chhattisgarh
2023,3,district,Korba,5,TOTAL,16911757,19369427880.0,Chhattisgarh
2023,3,district,Janjgir Champa,6,TOTAL,15405776,18039692126.0,Chhattisgarh
2023,3,district,Rajnandgaon,7,TOTAL,10792121,14242094539.0,Chhattisgarh
2023,3,district,Surguja,8,TOTAL,10418990,12367549277.0,Chhattisgarh
2023,3,district,Baloda Bazar,9,TOTAL,9910412,12351770326.0,Chhattisgarh
2023,3,district,Mahasamund,10,TOTAL,8660225,11743403877.0,Chhattisgarh
2023,4,district,Raipur,1,TOTAL,65920222,83942581882.0,Chhattisgarh
2023,4,district,Bilaspur,2,TOTAL,34002727,38440929490.0,Chhattisgarh
2023,4,district,Durg,3,TOTAL,33934555,41327809019.0,Chhattisgarh
2023,4,district,Raigarh,4,TOTAL,21979370,26600453833.0,Chhattisgarh
2023,4,district,Korba,5,TOTAL,19726650,22276819296.0,Chhattisgarh
2023,4,district,Janjgir Champa,6,TOTAL,17898423,20779991262.0,Chhattisgarh
2023,4,district,Surguja,7,TOTAL,12245136,14539598411.0,Chhattisgarh
2023,4,district,Rajnandgaon,8,TOTAL,12172390,16545526589.0,Chhattisgarh
2023,4,district,Baloda Bazar,9,TOTAL,11419243,14730630630.0,Chhattisgarh
2023,4,district,Mahasamund,10,TOTAL,9931682,13768096631.0,Chhattisgarh
2024,1,district,Raipur,1,TOTAL,73645333,91845650100.0,Chhattisgarh
2024,1,district,Bilaspur,2,TOTAL,38344460,42919210531.0,Chhattisgarh
2024,1,district,Durg,3,TOTAL,37656214,44914229955.0,Chhattisgarh
2024,1,district,Raigarh,4,TOTAL,26078375,33250809217.0,Chhattisgarh
2024,1,district,Korba,5,TOTAL,22849476,25663966825.0,Chhattisgarh
2024,1,district,Janjgir Champa,6,TOTAL,20829462,25175613835.0,Chhattisgarh
2024,1,district,Surguja,7,TOTAL,14014653,16591023974.0,Chhattisgarh
2024,1,district,Rajnandgaon,8,TOTAL,13715399,18674634970.0,Chhattisgarh
2024,1,district,Baloda Bazar,9,TOTAL,13410704,17818647962.0,Chhattisgarh
2024,1,district,Mahasamund,10,TOTAL,11520824,17613264401.0,Chhattisgarh
2024,2,district,Raipur,1,TOTAL,82938435,98707469787.0,Chhattisgarh
2024,2,district,Bilaspur,2,TOTAL,43384861,47479939811.0,Chhattisgarh
2024,2,district,Durg,3,TOTAL,41809604,48559625064.0,Chhattisgarh
2024,2,district,Raigarh,4,TOTAL,28937642,33856896261.0,Chhattisgarh
2024,2,district,Korba,5,TOTAL,25631451,27635789393.0,Chhattisgarh
2024,2,district,Janjgir Champa,6,TOTAL,23776475,27188841231.0,Chhattisgarh
2024,2,district,Rajnandgaon,7,TOTAL,15652358,20461063520.0,Chhattisgarh
2024,2,district,Baloda Bazar,8,TOTAL,15591087,18731814571.0,Chhattisgarh
2024,2,district,Surguja,9,TOTAL,15483986,18168919373.0,Chhattisgarh
2024,2,district,Mahasamund,10,TOTAL,12727047,16976444269.0,Chhattisgarh
2024,3,district,Raipur,1,TOTAL,91697911,103226232692.0,Chhattisgarh
2024,3,district,Durg,2,TOTAL,46131278,50087476609.0,Chhattisgarh
2024,3,district,Bilaspur,3,TOTAL,43384624,44395626306.0,Chhattisgarh
2024,3,district,Korba,4,TOTAL,27251243,27231080183.0,Chhattisgarh
2024,3,district,Raigarh,5,TOTAL,27086288,28456780372.0,Chhattisgarh
2024,3,district,Surguja,6,TOTAL,16072491,17485423647.0,Chhattisgarh
2024,3,district,Janjgir Champa,7,TOTAL,15508264,16780058409.0,Chhattisgarh
2024,3,district,Balodabazar Bhatapara,8,TOTAL,13995862,15533238990.0,Chhattisgarh
2024,3,district,Mahasamund,9,TOTAL,13361028,16680486907.0,Chhattisgarh
2024,3,district,Bastar,10,TOTAL,12581699,14307879666.0,Chhattisgarh
2024,4,district,Raipur,1,TOTAL,100483587,115791308444.0,Chhattisgarh
2024,4,district,Durg,2,TOTAL,51512689,56853409760.0,Chhattisgarh
2024,4,district,Bilaspur,3,TOTAL,49009256,50834715338.0,Chhattisgarh
2024,4,district,Korba,4,TOTAL,30926848,31421498172.0,Chhattisgarh
2024,4,district,Raigarh,5,TOTAL,30678887,32593558173.0,Chhattisgarh
2024,4,district,Surguja,6,TOTAL,18382716,20950529142.0,Chhattisgarh
2024,4,district,Janjgir Champa,7,TOTAL,17722590,19531704794.0,Chhattisgarh
2024,4,district,Balodabazar Bhatapara,8,TOTAL,15838095,18513490225.0,Chhattisgarh
2024,4,district,Mahasamund,9,TOTAL,15375747,19996523315.0,Chhattisgarh
2024,4,district,Bastar,10,TOTAL,14106488,16391289104.0,Chhattisgarh
2020,1,district,Dadra And Nagar Haveli,1,TOTAL,535805,813878312.368383,Dadra & Nagar Haveli & Daman & Diu
2020,1,district,Daman,2,TOTAL,318808,482278970.26113427,Dadra & Nagar Haveli & Daman & Diu
2020,1,district,Diu,3,TOTAL,23966,46606086.663000636,Dadra & Nagar Haveli & Daman & Diu
2020,2,district,Dadra And Nagar Haveli,1,TOTAL,607115,819008453.120671,Dadra & Nagar Haveli & Daman & Diu
2020,2,district,Daman,2,TOTAL,342171,440492998.5695746,Dadra & Nagar Haveli & Daman & Diu
2020,2,district,Diu,3,TOTAL,23866,42875002.19781082,Dadra & Nagar Haveli & Daman & Diu
2020,3,district,Dadra And Nagar Haveli,1,TOTAL,735433,1113115462.3887653,Dadra & Nagar Haveli & Daman & Diu
2020,3,district,Daman,2,TOTAL,376291,584809492.9126781,Dadra & Nagar Haveli & Daman & Diu
2020,3,district,Diu,3,TOTAL,26588,51864159.697919816,Dadra & Nagar Haveli & Daman & Diu
2020,4,district,Dadra And Nagar Haveli,1,TOTAL,1178976,1683480021.6173902,Dadra & Nagar Haveli & Daman & Diu
2020,4,district,Daman,2,TOTAL,596994,921372876.4402872,Dadra & Nagar Haveli & Daman & Diu
2020,4,district,Diu,3,TOTAL,41821,95658202.77082601,Dadra & Nagar Haveli & Daman & Diu
2021,1,district,Dadra And Nagar Haveli,1,TOTAL,1218428,1825446563.9770944,Dadra & Nagar Haveli & Daman & Diu
2021,1,district,Daman,2,TOTAL,664208,1043765962.724646,Dadra & Nagar Haveli & Daman & Diu
2021,1,district,Diu,3,TOTAL,42608,96420384.49176355,Dadra & Nagar Haveli & Daman & Diu
2021,2,district,Dadra And Nagar Haveli,1,TOTAL,1350893,1981679666.5277362,Dadra & Nagar Haveli & Daman & Diu
2021,2,district,Daman,2,TOTAL,733176,1074079574.2247202,Dadra & Nagar Haveli & Daman & Diu
2021,2,district,Diu,3,TOTAL,41014,101909220.66644716,Dadra & Nagar Haveli & Daman & Diu
2021,3,district,Dadra And Nagar Haveli,1,TOTAL,1979522,2673225036.233348,Dadra & Nagar Haveli & Daman & Diu
2021,3,district,Daman,2,TOTAL,1083689,1475259765.304812,Dadra & Nagar Haveli & Daman & Diu
2021,3,district,Diu,3,TOTAL,66259,157454301.25334743,Dadra & Nagar Haveli & Daman & Diu
2021,4,district,Dadra And Nagar Haveli,1,TOTAL,2651530,3463923579.431045,Dadra & Nagar Haveli & Daman & Diu
2021,4,district,Daman,2,TOTAL,1417153,1895788566.3308911,Dadra & Nagar Haveli & Daman & Diu
2021,4,district,Diu,3,TOTAL,88402,206127240.56872404,Dadra & Nagar Haveli & Daman & Diu
2022,1,district,Dadra And Nagar Haveli,1,TOTAL,3078173,3954838129.047655,Dadra & Nagar Haveli & Daman & Diu
2022,1,district,Daman,2,TOTAL,1629797,2068807150.1986508,Dadra & Nagar Haveli & Daman & Diu
2022,1,district,Diu,3,TOTAL,94833,213403088.016084,Dadra & Nagar Haveli & Daman & Diu
2022,2,district,Dadra And Nagar Haveli,1,TOTAL,3705529,4384666145.001483,Dadra & Nagar Haveli & Daman & Diu
2022,2,district,Daman,2,TOTAL,1923407,2321672075.29422,Dadra & Nagar Haveli & Daman & Diu
2022,2,district,Diu,3,TOTAL,130835,288821560.5151377,Dadra & Nagar Haveli & Daman & Diu
2022,3,district,Dadra And Nagar Haveli,1,TOTAL,3999361,4602085602.265935,Dadra & Nagar Haveli & Daman & Diu
2022,3,district,Daman,2,TOTAL,2317701,2638822275.269265,Dadra & Nagar Haveli & Daman & Diu
2022,3,district,Diu,3,TOTAL,148559,279739481.9642375,Dadra & Nagar Haveli & Daman & Diu
2022,4,district,Dadra And Nagar Haveli,1,TOTAL,4689855,5134034950.126673,Dadra & Nagar Haveli & Daman & Diu
2022,4,district,Daman,2,TOTAL,2344860,2629286286.284037,Dadra & Nagar Haveli & Daman & Diu
2022,4,district,Diu,3,TOTAL,154870,296319509.67041874,Dadra & Nagar Haveli & Daman & Diu
2023,1,district,Dadra And Nagar Haveli,1,TOTAL,7700138,8122810854.0,Dadra & Nagar Haveli & Daman & Diu
2023,1,district,Daman,2,TOTAL,3864652,4064735362.0,Dadra & Nagar Haveli & Daman & Diu
2023,1,district,Diu,3,TOTAL,239195,426544984.0,Dadra & Nagar Haveli & Daman & Diu
2023,2,district,Dadra And Nagar Haveli,1,TOTAL,8670763,8831457320.0,Dadra & Nagar Haveli & Daman & Diu
2023,2,district,Daman,2,TOTAL,4408947,4407940658.0,Dadra & Nagar Haveli & Daman & Diu
2023,2,district,Diu,3,TOTAL,277405,511140210.0,Dadra & Nagar Haveli & Daman & Diu
2023,3,district,Dadra And Nagar Haveli,1,TOTAL,9971874,9836561533.0,Dadra & Nagar Haveli & Daman & Diu
2023,3,district,Daman,2,TOTAL,5114536,4764484942.0,Dadra & Nagar Haveli & Daman & Diu
2023,3,district,Diu,3,TOTAL,283918,495019988.0,Dadra & Nagar Haveli & Daman & Diu
2023,4,district,Dadra And Nagar Haveli,1,TOTAL,11844359,11345951876.0,Dadra & Nagar Haveli & Daman & Diu
2023,4,district,Daman,2,TOTAL,6098731,5634486680.0,Dadra & Nagar Haveli & Daman & Diu
2023,4,district,Diu,3,TOTAL,359283,577621411.0,Dadra & Nagar Haveli & Daman & Diu
2024,1,district,Dadra And Nagar Haveli,1,TOTAL,13635528,12619032817.0,Dadra & Nagar Haveli & Daman & Diu
2024,1,district,Daman,2,TOTAL,7109711,6342510012.0,Dadra & Nagar Haveli & Daman & Diu
2024,1,district,Diu,3,TOTAL,369770,557653496.0,Dadra & Nagar Haveli & Daman & Diu
2024,2,district,Dadra And Nagar Haveli,1,TOTAL,14877126,12936783429.0,Dadra & Nagar Haveli & Daman & Diu
2024,2,district,Daman,2,TOTAL,8067347,6737659526.0,Dadra & Nagar Haveli & Daman & Diu
2024,2,district,Diu,3,TOTAL,448642,654549756.0,Dadra & Nagar Haveli & Daman & Diu
2024,3,district,Dadra And Nagar Haveli,1,TOTAL,16499064,14070039790.0,Dadra & Nagar Haveli & Daman & Diu
2024,3,district,Daman,2,TOTAL,8543083,6884984320.0,Dadra & Nagar Haveli & Daman & Diu
2024,3,district,Diu,3,TOTAL,404123,609607456.0,Dadra & Nagar Haveli & Daman & Diu
2024,4,district,Dadra And Nagar Haveli,1,TOTAL,18535942,15597417353.0,Dadra & Nagar Haveli & Daman & Diu
2024,4,district,Daman,2,TOTAL,9437231,7665740365.0,Dadra & Nagar Haveli & Daman & Diu
2024,4,district,Diu,3,TOTAL,490527,682063743.0,Dadra & Nagar Haveli & Daman & Diu
2020,1,district,Central Delhi,1,TOTAL,24757650,41219414205.06069,Delhi
2020,1,district,New Delhi,2,TOTAL,17899322,34941263526.20205,Delhi
2020,1,district,West,3,TOTAL,6627571,10519670848.51133,Delhi
2020,1,district,South East Delhi,4,TOTAL,6523345,9238065831.407085,Delhi
2020,1,district,East,5,TOTAL,4783041,5861493191.072474,Delhi
2020,1,district,South,6,TOTAL,4578729,5702232003.384875,Delhi
2020,1,district,North West,7,TOTAL,4394010,7009463341.814796,Delhi
2020,1,district,North,8,TOTAL,4134350,5959728045.553724,Delhi
2020,1,district,South West,9,TOTAL,3956004,6031191820.22498,Delhi
2020,1,district,Shahdara,10,TOTAL,2148023,3847703306.254819,Delhi
2020,2,district,Central Delhi,1,TOTAL,17641823,30418597739.3527,Delhi
2020,2,district,New Delhi,2,TOTAL,13713658,27033383045.67708,Delhi
2020,2,district,West,3,TOTAL,5753319,8981471481.485285,Delhi
2020,2,district,South East Delhi,4,TOTAL,5215263,7084670452.703098,Delhi
2020,2,district,North West,5,TOTAL,4270005,6452332763.460186,Delhi
2020,2,district,South West,6,TOTAL,4193591,6168338438.737105,Delhi
2020,2,district,East,7,TOTAL,4005780,5059627017.012638,Delhi
2020,2,district,South,8,TOTAL,3631140,4698622938.32077,Delhi
2020,2,district,North,9,TOTAL,3462809,5258808051.479293,Delhi
2020,2,district,North East,10,TOTAL,2229412,3393429629.3164525,Delhi
2020,3,district,Central Delhi,1,TOTAL,32203761,61527717933.93762,Delhi
2020,3,district,New Delhi,2,TOTAL,17268250,34516772051.491745,Delhi
2020,3,district,West,3,TOTAL,8231034,14963814238.681545,Delhi
2020,3,district,South East Delhi,4,TOTAL,7402382,11175362187.684738,Delhi
2020,3,district,North West,5,TOTAL,5785656,10454717366.918316,Delhi
2020,3,district,South West,6,TOTAL,5547370,8927576871.08003,Delhi
2020,3,district,East,7,TOTAL,5054670,7198767026.72743,Delhi
2020,3,district,North,8,TOTAL,4691610,8507808245.57009,Delhi
2020,3,district,South,9,TOTAL,4564631,6503381595.242459,Delhi
2020,3,district,North East,10,TOTAL,2910048,5488227059.169053,Delhi
2020,4,district,Central Delhi,1,TOTAL,32194168,61575435521.28283,Delhi
2020,4,district,New Delhi,2,TOTAL,19719782,37020451053.1837,Delhi
2020,4,district,West,3,TOTAL,12092280,22395396964.83783,Delhi
2020,4,district,South East Delhi,4,TOTAL,11414146,17130268130.317047,Delhi
2020,4,district,North West,5,TOTAL,8026101,14953244692.580374,Delhi
2020,4,district,South West,6,TOTAL,7745403,12646111042.466732,Delhi
2020,4,district,East,7,TOTAL,7410660,10725439312.082693,Delhi
2020,4,district,South,8,TOTAL,6797385,9578135719.354939,Delhi
2020,4,district,North,9,TOTAL,6775272,12208521800.583145,Delhi
2020,4,district,Shahdara,10,TOTAL,4208254,9392225302.24066,Delhi
2021,1,district,Central Delhi,1,TOTAL,54173342,90711721159.77658,Delhi
2021,1,district,New Delhi,2,TOTAL,31953482,53832767509.43621,Delhi
2021,1,district,West,3,TOTAL,12363374,23133622270.239567,Delhi
2021,1,district,South East Delhi,4,TOTAL,12287216,18449868327.686386,Delhi
2021,1,district,North West,5,TOTAL,8024587,15349170514.54198,Delhi
2021,1,district,East,6,TOTAL,7874737,11290580992.027351,Delhi
2021,1,district,South West,7,TOTAL,7721739,12780255587.51034,Delhi
2021,1,district,South,8,TOTAL,7428356,10208060134.038582,Delhi
2021,1,district,North,9,TOTAL,7199592,12976771848.005224,Delhi
2021,1,district,Shahdara,10,TOTAL,4235592,9595155648.30619,Delhi
2021,2,district,Central Delhi,1,TOTAL,62131856,100895875737.76091,Delhi
2021,2,district,New Delhi,2,TOTAL,36788618,60387138441.32027,Delhi
2021,2,district,West,3,TOTAL,12217454,22460950400.13157,Delhi
2021,2,district,South East Delhi,4,TOTAL,11519378,17106146861.933064,Delhi
2021,2,district,North West,5,TOTAL,8373397,15462806103.953077,Delhi
2021,2,district,South West,6,TOTAL,8208259,13456640547.363726,Delhi
2021,2,district,East,7,TOTAL,7486985,10978698462.135324,Delhi
2021,2,district,South,8,TOTAL,7346726,9956087387.089846,Delhi
2021,2,district,North,9,TOTAL,7283521,13045029034.825657,Delhi
2021,2,district,North East,10,TOTAL,4567057,9118331386.987755,Delhi
2021,3,district,Central Delhi,1,TOTAL,88849847,137311394953.58371,Delhi
2021,3,district,New Delhi,2,TOTAL,50089446,77874603330.18227,Delhi
2021,3,district,South East Delhi,3,TOTAL,17254936,25283744433.53666,Delhi
2021,3,district,West,4,TOTAL,17186832,31879892281.09146,Delhi
2021,3,district,North West,5,TOTAL,11436200,21133053482.335484,Delhi
2021,3,district,South West,6,TOTAL,10691277,17385987188.960205,Delhi
2021,3,district,East,7,TOTAL,10407086,14944795668.028805,Delhi
2021,3,district,South,8,TOTAL,10381321,13789719686.570164,Delhi
2021,3,district,North,9,TOTAL,10359707,18205778951.817303,Delhi
2021,3,district,Shahdara,10,TOTAL,6108459,13750322170.230267,Delhi
2021,4,district,Central Delhi,1,TOTAL,111134916,177625511230.04297,Delhi
2021,4,district,New Delhi,2,TOTAL,61634107,99244375372.27344,Delhi
2021,4,district,South East Delhi,3,TOTAL,21366628,32122243404.91709,Delhi
2021,4,district,West,4,TOTAL,20430656,39890704519.6619,Delhi
2021,4,district,North West,5,TOTAL,13585992,26091698381.40573,Delhi
2021,4,district,South,6,TOTAL,12510023,16942839763.775913,Delhi
2021,4,district,North,7,TOTAL,12503180,22723650290.401375,Delhi
2021,4,district,South West,8,TOTAL,12404698,21054166955.724888,Delhi
2021,4,district,East,9,TOTAL,12092666,18447833006.757885,Delhi
2021,4,district,Shahdara,10,TOTAL,7518346,17929102853.313446,Delhi
2022,1,district,Central Delhi,1,TOTAL,128309915,198072597274.588,Delhi
2022,1,district,New Delhi,2,TOTAL,71006225,110657872546.40234,Delhi
2022,1,district,South East Delhi,3,TOTAL,23146633,34276252396.92598,Delhi
2022,1,district,West,4,TOTAL,22748647,43283043830.88957,Delhi
2022,1,district,North West,5,TOTAL,14899833,28208907241.065834,Delhi
2022,1,district,North,6,TOTAL,14076598,25099334230.75274,Delhi
2022,1,district,South West,7,TOTAL,13659485,22636957994.996166,Delhi
2022,1,district,South,8,TOTAL,13519253,17982839888.57036,Delhi
2022,1,district,East,9,TOTAL,13032988,19771730745.94047,Delhi
2022,1,district,North East,10,TOTAL,8357217,17814230282.345295,Delhi
2022,2,district,Central Delhi,1,TOTAL,159034619,232911858055.08478,Delhi
2022,2,district,New Delhi,2,TOTAL,87939392,129418048270.15207,Delhi
2022,2,district,South East Delhi,3,TOTAL,29302567,40564903164.264656,Delhi
2022,2,district,West,4,TOTAL,28008086,50563146986.313255,Delhi
2022,2,district,North West,5,TOTAL,18057230,33092543802.040115,Delhi
2022,2,district,North,6,TOTAL,17494896,29482073628.067886,Delhi
2022,2,district,South,7,TOTAL,17358990,21493188986.975037,Delhi
2022,2,district,South West,8,TOTAL,16899542,26515960445.85206,Delhi
2022,2,district,East,9,TOTAL,16485686,23141432019.978474,Delhi
2022,2,district,Shahdara,10,TOTAL,10060246,22195136725.333412,Delhi
2022,3,district,Central Delhi,1,TOTAL,243139962,327191972497.867,Delhi
2022,3,district,New Delhi,2,TOTAL,58178476,76558260276.67705,Delhi
2022,3,district,West,3,TOTAL,30595250,52638495087.749954,Delhi
2022,3,district,South East Delhi,4,TOTAL,30215862,40627500625.401535,Delhi
2022,3,district,East,5,TOTAL,21104584,28881717613.549664,Delhi
2022,3,district,North West,6,TOTAL,18316480,32675014921.771603,Delhi
2022,3,district,South,7,TOTAL,18234782,21732528705.790974,Delhi
2022,3,district,North,8,TOTAL,18232076,29812600679.07141,Delhi
2022,3,district,South West,9,TOTAL,17276601,26324661266.56317,Delhi
2022,3,district,Shahdara,10,TOTAL,10220528,21361296110.510616,Delhi
2022,4,district,Central Delhi,1,TOTAL,280960656,386107883617.53076,Delhi
2022,4,district,New Delhi,2,TOTAL,45094468,58157025088.38431,Delhi
2022,4,district,South East Delhi,3,TOTAL,33116019,44231426531.24901,Delhi
2022,4,district,West,4,TOTAL,32293188,56453476563.182175,Delhi
2022,4,district,East,5,TOTAL,23683133,33122093387.044395,Delhi
2022,4,district,North West,6,TOTAL,19859098,35599171826.28781,Delhi
2022,4,district,South,7,TOTAL,19537728,23391855096.18752,Delhi
2022,4,district,North,8,TOTAL,19393947,31932822870.2881,Delhi
2022,4,district,South West,9,TOTAL,18499176,28102930810.327362,Delhi
2022,4,district,Shahdara,10,TOTAL,11420073,24438534174.92784,Delhi
2023,1,district,South East Delhi,1,TOTAL,56901581,72188090661.0,Delhi
2023,1,district,West,2,TOTAL,53494049,88637227473.0,Delhi
2023,1,district,Central Delhi,3,TOTAL,49681285,81500812610.0,Delhi
2023,1,district,New Delhi,4,TOTAL,48280973,58799219994.0,Delhi
2023,1,district,North West,5,TOTAL,34149097,57664399598.0,Delhi
2023,1,district,North,6,TOTAL,33930652,53000017794.0,Delhi
2023,1,district,South,7,TOTAL,32534127,37497668457.0,Delhi
2023,1,district,South West,8,TOTAL,31119622,45110662539.0,Delhi
2023,1,district,East,9,TOTAL,30263080,39834690348.0,Delhi
2023,1,district,Shahdara,10,TOTAL,19779351,39855441084.0,Delhi
2023,2,district,South East Delhi,1,TOTAL,66237557,78214516249.0,Delhi
2023,2,district,West,2,TOTAL,62944946,95782240128.0,Delhi
2023,2,district,Central Delhi,3,TOTAL,57622069,86092311109.0,Delhi
2023,2,district,New Delhi,4,TOTAL,57173491,64569798729.0,Delhi
2023,2,district,North West,5,TOTAL,40527597,63155058402.0,Delhi
2023,2,district,North,6,TOTAL,40357914,58188318194.0,Delhi
2023,2,district,South,7,TOTAL,38797761,41499044092.0,Delhi
2023,2,district,South West,8,TOTAL,36917006,49688361980.0,Delhi
2023,2,district,East,9,TOTAL,36042935,43552662240.0,Delhi
2023,2,district,Shahdara,10,TOTAL,23083531,41909976096.0,Delhi
2023,3,district,South East Delhi,1,TOTAL,74833594,83210641938.0,Delhi
2023,3,district,West,2,TOTAL,72448584,102906527096.0,Delhi
2023,3,district,New Delhi,3,TOTAL,64482143,69220641303.0,Delhi
2023,3,district,Central Delhi,4,TOTAL,63523786,90738331879.0,Delhi
2023,3,district,North,5,TOTAL,45891413,63381082060.0,Delhi
2023,3,district,North West,6,TOTAL,45854816,67892826766.0,Delhi
2023,3,district,South,7,TOTAL,44793802,45520647764.0,Delhi
2023,3,district,South West,8,TOTAL,42925892,54916853763.0,Delhi
2023,3,district,East,9,TOTAL,40696568,46476789040.0,Delhi
2023,3,district,Shahdara,10,TOTAL,25892515,43115840667.0,Delhi
2023,4,district,South East Delhi,1,TOTAL,81901206,92211250667.0,Delhi
2023,4,district,West,2,TOTAL,77741144,114164241444.0,Delhi
2023,4,district,Central Delhi,3,TOTAL,73391621,108685950109.0,Delhi
2023,4,district,New Delhi,4,TOTAL,70788153,77725370165.0,Delhi
2023,4,district,North West,5,TOTAL,49542115,74621203545.0,Delhi
2023,4,district,North,6,TOTAL,49234225,69390502954.0,Delhi
2023,4,district,South,7,TOTAL,47263751,49217789026.0,Delhi
2023,4,district,South West,8,TOTAL,45782050,59373267213.0,Delhi
2023,4,district,East,9,TOTAL,43082162,50886137378.0,Delhi
2023,4,district,Shahdara,10,TOTAL,30001836,52825059811.0,Delhi
2024,1,district,South East Delhi,1,TOTAL,89113496,96406605498.0,Delhi
2024,1,district,West,2,TOTAL,84434978,118209456659.0,Delhi
2024,1,district,Central Delhi,3,TOTAL,79235815,110947468958.0,Delhi
2024,1,district,New Delhi,4,TOTAL,77042760,83246181854.0,Delhi
2024,1,district,North,5,TOTAL,55129256,73637214713.0,Delhi
2024,1,district,North West,6,TOTAL,54104072,77693103094.0,Delhi
2024,1,district,South,7,TOTAL,50077749,51230210062.0,Delhi
2024,1,district,South West,8,TOTAL,49084574,61579350279.0,Delhi
2024,1,district,East,9,TOTAL,46810259,53139178531.0,Delhi
2024,1,district,Shahdara,10,TOTAL,33245587,54596385979.0,Delhi
2024,2,district,South East Delhi,1,TOTAL,105690521,104377449532.0,Delhi
2024,2,district,West,2,TOTAL,101407613,127870899252.0,Delhi
2024,2,district,Central Delhi,3,TOTAL,91430595,113820887412.0,Delhi
2024,2,district,New Delhi,4,TOTAL,91106087,90176896394.0,Delhi
2024,2,district,North,5,TOTAL,66237451,80802171901.0,Delhi
2024,2,district,North West,6,TOTAL,65793946,85699952278.0,Delhi
2024,2,district,South,7,TOTAL,61008325,56387391834.0,Delhi
2024,2,district,South West,8,TOTAL,59906175,68603837990.0,Delhi
2024,2,district,East,9,TOTAL,57690035,58483363397.0,Delhi
2024,2,district,Shahdara,10,TOTAL,39645941,57147309939.0,Delhi
2024,3,district,South East,1,TOTAL,119887875,115843984533.0,Delhi
2024,3,district,West,2,TOTAL,110721125,135949959503.0,Delhi
2024,3,district,New Delhi,3,TOTAL,98511012,96693600968.0,Delhi
2024,3,district,Central Delhi,4,TOTAL,96980410,122150909789.0,Delhi
2024,3,district,North West,5,TOTAL,71962281,91953880029.0,Delhi
2024,3,district,North,6,TOTAL,70832621,85265909198.0,Delhi
2024,3,district,South,7,TOTAL,66793305,61474800365.0,Delhi
2024,3,district,South West,8,TOTAL,65529840,73300154392.0,Delhi
2024,3,district,East,9,TOTAL,60170809,60461465262.0,Delhi
2024,3,district,Shahdara,10,TOTAL,42641753,59162373651.0,Delhi
2024,4,district,South East,1,TOTAL,128983826,126023595516.0,Delhi
2024,4,district,West,2,TOTAL,118881603,149537228140.0,Delhi
2024,4,district,Central Delhi,3,TOTAL,107619638,139343595209.0,Delhi
2024,4,district,New Delhi,4,TOTAL,104744325,102640122347.0,Delhi
2024,4,district,North West,5,TOTAL,77349604,100467896781.0,Delhi
2024,4,district,North,6,TOTAL,74715124,92479217684.0,Delhi
2024,4,district,South,7,TOTAL,70674362,66027330300.0,Delhi
2024,4,district,South West,8,TOTAL,70519080,79546383777.0,Delhi
2024,4,district,East,9,TOTAL,63608205,65423312249.0,Delhi
2024,4,district,Shahdara,10,TOTAL,47755577,69146883372.0,Delhi
2020,1,district,North Goa,1,TOTAL,1277387,2374507200.865538,Goa
2020,1,district,South Goa,2,TOTAL,603850,1035864031.0582266,Goa
2020,2,district,North Goa,1,TOTAL,883695,1294651809.391935,Goa
2020,2,district,South Goa,2,TOTAL,598397,888964620.6248364,Goa
2020,3,district,North Goa,1,TOTAL,1165122,2087621922.6831622,Goa
2020,3,district,South Goa,2,TOTAL,750409,1280721658.2614956,Goa
2020,4,district,North Goa,1,TOTAL,2504378,4712001378.742861,Goa
2020,4,district,South Goa,2,TOTAL,1297003,2187791368.837076,Goa
