year,quarter,level,region,type,count,amount
2023,3,state,Jharkhand,TOTAL,19478,25165702.0
2023,3,state,Odisha,TOTAL,20263,29008350.0
2023,3,state,Bihar,TOTAL,36550,45832355.0
2023,3,state,Kerala,TOTAL,66059,110021582.0
2023,3,state,Karnataka,TOTAL,139699,199448538.0
2023,3,state,Chandigarh,TOTAL,1883,2660630.0
2023,3,state,Telangana,TOTAL,61523,84397465.0
2023,3,state,Himachal Pradesh,TOTAL,3935,7869767.0
2023,3,state,West Bengal,TOTAL,58131,76359312.0
2023,3,state,Gujarat,TOTAL,51049,65768085.0
2023,3,state,Sikkim,TOTAL,251,698251.0
2023,3,state,Nagaland,TOTAL,268,632287.0
2023,3,state,Mizoram,TOTAL,166,271799.0
2023,3,state,Chhattisgarh,TOTAL,11927,17838382.0
2023,3,state,Jammu & Kashmir,TOTAL,5453,10975874.0
2023,3,state,Goa,TOTAL,3927,5646054.0
2023,3,state,Arunachal Pradesh,TOTAL,718,1904786.0
2023,3,state,Delhi,TOTAL,47113,58878500.0
2023,3,state,Uttarakhand,TOTAL,7856,12636749.0
2023,4,state,Puducherry,TOTAL,2447,3419395.0
2023,4,state,Tamil Nadu,TOTAL,104871,139433796.0
2023,4,state,Uttar Pradesh,TOTAL,92125,165509877.0
2023,4,state,Madhya Pradesh,TOTAL,40784,73801070.0
2023,4,state,Andhra Pradesh,TOTAL,41798,62342423.0
2023,4,state,Tripura,TOTAL,2237,3169741.0
2023,4,state,Lakshadweep,TOTAL,53,78346.0
2023,4,state,Manipur,TOTAL,225,476626.0
2023,4,state,Maharashtra,TOTAL,136968,217657114.0
2023,4,state,Dadra & Nagar Haveli & Daman & Diu,TOTAL,1207,1973867.0
2023,4,state,Meghalaya,TOTAL,806,1843364.0
2023,4,state,Andaman & Nicobar Islands,TOTAL,1145,1757821.0
2023,4,state,Haryana,TOTAL,47506,80747159.0
2023,4,state,Rajasthan,TOTAL,49741,94701652.0
2023,4,state,Ladakh,TOTAL,242,718967.0
2023,4,state,Punjab,TOTAL,13777,28715828.0
2023,4,state,Assam,TOTAL,23168,38731734.0
2023,4,state,Jharkhand,TOTAL,22398,33484644.0
2023,4,state,Odisha,TOTAL,25065,39753392.0
2023,4,state,Bihar,TOTAL,41447,57624322.0
2023,4,state,Kerala,TOTAL,73543,121905046.0
2023,4,state,Karnataka,TOTAL,156076,248056311.0
2023,4,state,Chandigarh,TOTAL,1767,3053934.0
2023,4,state,Telangana,TOTAL,63993,105605522.0
2023,4,state,Himachal Pradesh,TOTAL,5211,11898824.0
2023,4,state,West Bengal,TOTAL,72712,100365562.0
2023,4,state,Gujarat,TOTAL,41128,66735446.0
2023,4,state,Sikkim,TOTAL,324,793745.0
2023,4,state,Nagaland,TOTAL,331,822973.0
2023,4,state,Mizoram,TOTAL,312,557950.0
2023,4,state,Chhattisgarh,TOTAL,17300,29704673.0
2023,4,state,Jammu & Kashmir,TOTAL,6264,13932309.0
2023,4,state,Goa,TOTAL,4883,7411001.0
2023,4,state,Arunachal Pradesh,TOTAL,809,2105408.0
2023,4,state,Delhi,TOTAL,56336,77332401.0
2023,4,state,Uttarakhand,TOTAL,10040,19045152.0
2024,1,state,Puducherry,TOTAL,2702,3793554.0
2024,1,state,Tamil Nadu,TOTAL,111521,148976175.0
2024,1,state,Uttar Pradesh,TOTAL,103701,176442664.0
2024,1,state,Madhya Pradesh,TOTAL,51223,85215982.0
2024,1,state,Andhra Pradesh,TOTAL,46582,63563802.0
2024,1,state,Tripura,TOTAL,2637,3417568.0
2024,1,state,Lakshadweep,TOTAL,15,12935.0
2024,1,state,Manipur,TOTAL,385,685052.0
2024,1,state,Maharashtra,TOTAL,149016,224725389.0
2024,1,state,Dadra & Nagar Haveli & Daman & Diu,TOTAL,1295,1908509.0
2024,1,state,Meghalaya,TOTAL,1030,1987107.0
2024,1,state,Andaman & Nicobar Islands,TOTAL,1371,1964556.0
2024,1,state,Haryana,TOTAL,50391,81816509.0
2024,1,state,Rajasthan,TOTAL,59127,102926410.0
2024,1,state,Ladakh,TOTAL,291,614435.0
2024,1,state,Punjab,TOTAL,14729,28213940.0
2024,1,state,Assam,TOTAL,33097,48107248.0
2024,1,state,Jharkhand,TOTAL,24824,34332990.0
2024,1,state,Odisha,TOTAL,27977,40032495.0
2024,1,state,Bihar,TOTAL,51592,63844442.0
2024,1,state,Kerala,TOTAL,73106,115101791.0
2024,1,state,Karnataka,TOTAL,169357,264708700.0
2024,1,state,Chandigarh,TOTAL,1730,3143984.0
2024,1,state,Telangana,TOTAL,67388,105607539.0
2024,1,state,Himachal Pradesh,TOTAL,5430,10433254.0
2024,1,state,West Bengal,TOTAL,79576,104987909.0
2024,1,state,Gujarat,TOTAL,44665,62633910.0
2024,1,state,Sikkim,TOTAL,400,880182.0
2024,1,state,Nagaland,TOTAL,526,925684.0
2024,1,state,Mizoram,TOTAL,277,427693.0
2024,1,state,Chhattisgarh,TOTAL,19579,30083259.0
2024,1,state,Jammu & Kashmir,TOTAL,7313,14695182.0
2024,1,state,Goa,TOTAL,5225,7528093.0
2024,1,state,Arunachal Pradesh,TOTAL,1100,2419700.0
2024,1,state,Delhi,TOTAL,53050,76232346.0
2024,1,state,Uttarakhand,TOTAL,11533,19531483.0
2024,2,state,Puducherry,TOTAL,2304,3322997.0
2024,2,state,Tamil Nadu,TOTAL,97348,135972378.0
2024,2,state,Uttar Pradesh,TOTAL,92458,159894258.0
2024,2,state,Madhya Pradesh,TOTAL,41429,73836667.0
2024,2,state,Andhra Pradesh,TOTAL,42547,62948281.0
2024,2,state,Tripura,TOTAL,2188,2869489.0
2024,2,state,Lakshadweep,TOTAL,26,33630.0
2024,2,state,Manipur,TOTAL,346,647411.0
2024,2,state,Maharashtra,TOTAL,118933,198945046.0
2024,2,state,Dadra & Nagar Haveli & Daman & Diu,TOTAL,1008,1367259.0
2024,2,state,Meghalaya,TOTAL,1235,2318007.0
2024,2,state,Andaman & Nicobar Islands,TOTAL,1097,1744694.0
2024,2,state,Haryana,TOTAL,46085,74779879.0
2024,2,state,Rajasthan,TOTAL,55241,95504657.0
2024,2,state,Ladakh,TOTAL,415,964349.0
2024,2,state,Punjab,TOTAL,14129,27164397.0
2024,2,state,Assam,TOTAL,22368,34796603.0
2024,2,state,Jharkhand,TOTAL,22224,32245129.0
2024,2,state,Odisha,TOTAL,24579,36840474.0
2024,2,state,Bihar,TOTAL,49101,65285065.0
2024,2,state,Kerala,TOTAL,65271,108142369.0
2024,2,state,Karnataka,TOTAL,142599,239304982.0
2024,2,state,Chandigarh,TOTAL,1798,3177315.0
2024,2,state,Telangana,TOTAL,56941,96037304.0
2024,2,state,Himachal Pradesh,TOTAL,5194,10008705.0
2024,2,state,West Bengal,TOTAL,67048,89476633.0
2024,2,state,Gujarat,TOTAL,44007,63866463.0
2024,2,state,Sikkim,TOTAL,685,1590554.0
2024,2,state,Nagaland,TOTAL,418,685292.0
2024,2,state,Mizoram,TOTAL,214,331455.0
2024,2,state,Chhattisgarh,TOTAL,15724,25935743.0
2024,2,state,Jammu & Kashmir,TOTAL,7397,14237707.0
2024,2,state,Goa,TOTAL,5021,7178558.0
2024,2,state,Arunachal Pradesh,TOTAL,1147,2353015.0
2024,2,state,Delhi,TOTAL,46189,68046072.0
2024,2,state,Uttarakhand,TOTAL,10311,17754447.0
2024,3,state,Puducherry,TOTAL,2600,3968523.0
2024,3,state,Tamil Nadu,TOTAL,116867,162128271.0
2024,3,state,Uttar Pradesh,TOTAL,92930,157303596.0
2024,3,state,Madhya Pradesh,TOTAL,43248,77995668.0
2024,3,state,Andhra Pradesh,TOTAL,48014,73915199.0
2024,3,state,Tripura,TOTAL,2516,3323343.0
2024,3,state,Lakshadweep,TOTAL,49,55312.0
2024,3,state,Manipur,TOTAL,285,587893.0
2024,3,state,Maharashtra,TOTAL,119776,201319952.0
2024,3,state,Dadra & Nagar Haveli & Daman & Diu,TOTAL,1052,1602869.0
2024,3,state,Meghalaya,TOTAL,1140,2443878.0
2024,3,state,Andaman & Nicobar Islands,TOTAL,1191,1752800.0
2024,3,state,Haryana,TOTAL,49735,79198642.0
2024,3,state,Rajasthan,TOTAL,64533,108827800.0
2024,3,state,Ladakh,TOTAL,446,978637.0
2024,3,state,Punjab,TOTAL,15509,30111034.0
2024,3,state,Assam,TOTAL,17633,31388971.0
2024,3,state,Jharkhand,TOTAL,23629,34353146.0
2024,3,state,Odisha,TOTAL,26524,40608651.0
2024,3,state,Bihar,TOTAL,44745,62777286.0
2024,3,state,Kerala,TOTAL,79123,131721699.0
2024,3,state,Karnataka,TOTAL,174990,287393291.0
2024,3,state,Chandigarh,TOTAL,1991,3445738.0
2024,3,state,Telangana,TOTAL,64873,110715264.0
2024,3,state,Himachal Pradesh,TOTAL,5272,10538999.0
2024,3,state,West Bengal,TOTAL,77158,107451766.0
2024,3,state,Gujarat,TOTAL,46763,70950327.0
2024,3,state,Sikkim,TOTAL,461,1029398.0
2024,3,state,Nagaland,TOTAL,410,820539.0
2024,3,state,Mizoram,TOTAL,186,275746.0
2024,3,state,Chhattisgarh,TOTAL,16550,27724060.0
2024,3,state,Jammu & Kashmir,TOTAL,7597,15554635.0
2024,3,state,Goa,TOTAL,5354,8051690.0
2024,3,state,Arunachal Pradesh,TOTAL,842,1951385.0
2024,3,state,Delhi,TOTAL,49150,71139489.0
2024,3,state,Uttarakhand,TOTAL,10487,17860144.0
2024,4,state,Puducherry,TOTAL,2838,3896033.0
2024,4,state,Tamil Nadu,TOTAL,127002,173784251.0
2024,4,state,Uttar Pradesh,TOTAL,116589,199179867.0
2024,4,state,Madhya Pradesh,TOTAL,59688,101096769.0
2024,4,state,Andhra Pradesh,TOTAL,61425,80028914.0
2024,4,state,Tripura,TOTAL,2794,3765732.0
2024,4,state,Lakshadweep,TOTAL,159,185542.0
2024,4,state,Manipur,TOTAL,405,826159.0
2024,4,state,Maharashtra,TOTAL,168078,266942711.0
2024,4,state,Dadra & Nagar Haveli & Daman & Diu,TOTAL,1503,2292529.0
2024,4,state,Meghalaya,TOTAL,1313,2493656.0
2024,4,state,Andaman & Nicobar Islands,TOTAL,1293,2026380.0
2024,4,state,Haryana,TOTAL,58808,94316512.0
2024,4,state,Rajasthan,TOTAL,73530,127930986.0
2024,4,state,Ladakh,TOTAL,429,970334.0
2024,4,state,Punjab,TOTAL,16279,31878987.0
2024,4,state,Assam,TOTAL,21805,35336229.0
2024,4,state,Jharkhand,TOTAL,29079,42253614.0
2024,4,state,Odisha,TOTAL,33165,46973224.0
2024,4,state,Bihar,TOTAL,62662,83739800.0
2024,4,state,Kerala,TOTAL,89533,144083113.0
2024,4,state,Karnataka,TOTAL,183532,305861806.0
2024,4,state,Chandigarh,TOTAL,2095,3729932.0
2024,4,state,Telangana,TOTAL,78498,124755619.0
2024,4,state,Himachal Pradesh,TOTAL,6697,14090523.0
2024,4,state,West Bengal,TOTAL,91719,120602777.0
2024,4,state,Gujarat,TOTAL,62526,91858105.0
2024,4,state,Sikkim,TOTAL,599,1381680.0
2024,4,state,Nagaland,TOTAL,568,1168417.0
2024,4,state,Mizoram,TOTAL,489,811687.0
2024,4,state,Chhattisgarh,TOTAL,22723,37421165.0
2024,4,state,Jammu & Kashmir,TOTAL,8893,18252110.0
2024,4,state,Goa,TOTAL,6662,9903374.0
2024,4,state,Arunachal Pradesh,TOTAL,999,2359472.0
2024,4,state,Delhi,TOTAL,67962,94390728.0
2024,4,state,Uttarakhand,TOTAL,13090,23367549.0
