year,quarter,level,region,device,count
2021,3,state,Haryana,Others,764739
2021,4,state,Haryana,Xiaomi,2742821
2021,4,state,Haryana,Vivo,2569078
2021,4,state,Haryana,Samsung,2176063
2021,4,state,Haryana,Oppo,1697572
2021,4,state,Haryana,Realme,916660
2021,4,state,Haryana,Apple,529430
2021,4,state,Haryana,OnePlus,238331
2021,4,state,Haryana,Motorola,170147
2021,4,state,Haryana,Tecno,156987
2021,4,state,Haryana,Huawei,147354
2021,4,state,Haryana,Others,771996
2022,1,state,Haryana,Xiaomi,2837979
2022,1,state,Haryana,Vivo,2767906
2022,1,state,Haryana,Samsung,2259241
2022,1,state,Haryana,Oppo,1825605
2022,1,state,Haryana,Realme,1043668
2022,1,state,Haryana,Apple,578053
2022,1,state,Haryana,OnePlus,267015
2022,1,state,Haryana,Tecno,184983
2022,1,state,Haryana,Motorola,170641
2022,1,state,Haryana,Huawei,145049
2022,1,state,Haryana,Others,786848
2020,1,state,Himachal Pradesh,Xiaomi,333918
2020,1,state,Himachal Pradesh,Samsung,165251
2020,1,state,Himachal Pradesh,Vivo,142220
2020,1,state,Himachal Pradesh,Oppo,129752
2020,1,state,Himachal Pradesh,Realme,63582
2020,1,state,Himachal Pradesh,Apple,28072
2020,1,state,Himachal Pradesh,Motorola,24777
2020,1,state,Himachal Pradesh,Lava,23152
2020,1,state,Himachal Pradesh,Micromax,18804
2020,1,state,Himachal Pradesh,Huawei,18646
2020,1,state,Himachal Pradesh,Others,157851
2020,2,state,Himachal Pradesh,Xiaomi,375976
2020,2,state,Himachal Pradesh,Samsung,184898
2020,2,state,Himachal Pradesh,Vivo,166131
2020,2,state,Himachal Pradesh,Oppo,150002
2020,2,state,Himachal Pradesh,Realme,74053
2020,2,state,Himachal Pradesh,Apple,30105
2020,2,state,Himachal Pradesh,Motorola,26497
2020,2,state,Himachal Pradesh,Lava,25049
2020,2,state,Himachal Pradesh,Gionee,21296
2020,2,state,Himachal Pradesh,Micromax,20603
2020,2,state,Himachal Pradesh,Others,175257
2020,3,state,Himachal Pradesh,Xiaomi,412600
2020,3,state,Himachal Pradesh,Samsung,204813
2020,3,state,Himachal Pradesh,Vivo,190933
2020,3,state,Himachal Pradesh,Oppo,167966
2020,3,state,Himachal Pradesh,Realme,85574
2020,3,state,Himachal Pradesh,Apple,32354
2020,3,state,Himachal Pradesh,Motorola,27952
2020,3,state,Himachal Pradesh,Lava,26803
2020,3,state,Himachal Pradesh,Gionee,22265
2020,3,state,Himachal Pradesh,Micromax,22029
2020,3,state,Himachal Pradesh,Others,185345
2020,4,state,Himachal Pradesh,Xiaomi,448361
2020,4,state,Himachal Pradesh,Samsung,226491
2020,4,state,Himachal Pradesh,Vivo,212147
2020,4,state,Himachal Pradesh,Oppo,186684
2020,4,state,Himachal Pradesh,Realme,97707
2020,4,state,Himachal Pradesh,Apple,35276
2020,4,state,Himachal Pradesh,Motorola,29156
2020,4,state,Himachal Pradesh,Lava,29138
2020,4,state,Himachal Pradesh,Gionee,23461
2020,4,state,Himachal Pradesh,Micromax,23015
2020,4,state,Himachal Pradesh,Others,197330
2021,1,state,Himachal Pradesh,Xiaomi,481737
2021,1,state,Himachal Pradesh,Samsung,242485
2021,1,state,Himachal Pradesh,Vivo,234300
2021,1,state,Himachal Pradesh,Oppo,202041
2021,1,state,Himachal Pradesh,Realme,109409
2021,1,state,Himachal Pradesh,Apple,37856
2021,1,state,Himachal Pradesh,Lava,30512
2021,1,state,Himachal Pradesh,Motorola,29736
2021,1,state,Himachal Pradesh,Huawei,24038
2021,1,state,Himachal Pradesh,Gionee,23591
2021,1,state,Himachal Pradesh,Others,207246
2021,2,state,Himachal Pradesh,Xiaomi,513196
2021,2,state,Himachal Pradesh,Samsung,260440
2021,2,state,Himachal Pradesh,Vivo,254841
2021,2,state,Himachal Pradesh,Oppo,217962
2021,2,state,Himachal Pradesh,Realme,128488
2021,2,state,Himachal Pradesh,Apple,41436
2021,2,state,Himachal Pradesh,Lava,32566
2021,2,state,Himachal Pradesh,Motorola,30072
2021,2,state,Himachal Pradesh,Huawei,23728
2021,2,state,Himachal Pradesh,Gionee,23284
2021,2,state,Himachal Pradesh,Others,217138
2021,3,state,Himachal Pradesh,Xiaomi,549749
2021,3,state,Himachal Pradesh,Vivo,281606
2021,3,state,Himachal Pradesh,Samsung,274845
2021,3,state,Himachal Pradesh,Oppo,238065
2021,3,state,Himachal Pradesh,Realme,149451
2021,3,state,Himachal Pradesh,Apple,44803
2021,3,state,Himachal Pradesh,Lava,32894
2021,3,state,Himachal Pradesh,Motorola,30197
2021,3,state,Himachal Pradesh,Tecno,25897
2021,3,state,Himachal Pradesh,Huawei,25680
2021,3,state,Himachal Pradesh,Others,227439
2021,4,state,Himachal Pradesh,Xiaomi,583871
2021,4,state,Himachal Pradesh,Vivo,302823
2021,4,state,Himachal Pradesh,Samsung,290183
2021,4,state,Himachal Pradesh,Oppo,256274
2021,4,state,Himachal Pradesh,Realme,176332
2021,4,state,Himachal Pradesh,Apple,50504
2021,4,state,Himachal Pradesh,Lava,32082
2021,4,state,Himachal Pradesh,Motorola,31241
2021,4,state,Himachal Pradesh,Tecno,30164
2021,4,state,Himachal Pradesh,OnePlus,27508
2021,4,state,Himachal Pradesh,Others,232765
2022,1,state,Himachal Pradesh,Xiaomi,615419
2022,1,state,Himachal Pradesh,Vivo,324002
2022,1,state,Himachal Pradesh,Samsung,304181
2022,1,state,Himachal Pradesh,Oppo,276524
2022,1,state,Himachal Pradesh,Realme,199933
2022,1,state,Himachal Pradesh,Apple,54982
2022,1,state,Himachal Pradesh,Tecno,36339
2022,1,state,Himachal Pradesh,Motorola,31514
2022,1,state,Himachal Pradesh,Lava,31262
2022,1,state,Himachal Pradesh,OnePlus,30536
2022,1,state,Himachal Pradesh,Others,238791
2020,1,state,Jammu & Kashmir,Xiaomi,262773
2020,1,state,Jammu & Kashmir,Samsung,157318
2020,1,state,Jammu & Kashmir,Vivo,99861
2020,1,state,Jammu & Kashmir,Oppo,71729
2020,1,state,Jammu & Kashmir,Realme,30778
2020,1,state,Jammu & Kashmir,Apple,22380
2020,1,state,Jammu & Kashmir,OnePlus,11146
2020,1,state,Jammu & Kashmir,Motorola,10674
2020,1,state,Jammu & Kashmir,Huawei,8727
2020,1,state,Jammu & Kashmir,Lenovo,7362
2020,1,state,Jammu & Kashmir,Others,52660
2020,2,state,Jammu & Kashmir,Xiaomi,302140
2020,2,state,Jammu & Kashmir,Samsung,179346
2020,2,state,Jammu & Kashmir,Vivo,119239
2020,2,state,Jammu & Kashmir,Oppo,84526
2020,2,state,Jammu & Kashmir,Realme,36913
2020,2,state,Jammu & Kashmir,Apple,24262
2020,2,state,Jammu & Kashmir,OnePlus,11743
2020,2,state,Jammu & Kashmir,Motorola,11504
2020,2,state,Jammu & Kashmir,Huawei,9753
2020,2,state,Jammu & Kashmir,Lenovo,7829
2020,2,state,Jammu & Kashmir,Others,58039
2020,3,state,Jammu & Kashmir,Xiaomi,337986
2020,3,state,Jammu & Kashmir,Samsung,202520
2020,3,state,Jammu & Kashmir,Vivo,138487
2020,3,state,Jammu & Kashmir,Oppo,95838
2020,3,state,Jammu & Kashmir,Realme,44231
2020,3,state,Jammu & Kashmir,Apple,26378
2020,3,state,Jammu & Kashmir,OnePlus,12578
2020,3,state,Jammu & Kashmir,Motorola,12094
2020,3,state,Jammu & Kashmir,Huawei,10606
2020,3,state,Jammu & Kashmir,Lenovo,8223
2020,3,state,Jammu & Kashmir,Others,60878
2020,4,state,Jammu & Kashmir,Xiaomi,383539
2020,4,state,Jammu & Kashmir,Samsung,231979
2020,4,state,Jammu & Kashmir,Vivo,158472
2020,4,state,Jammu & Kashmir,Oppo,109614
2020,4,state,Jammu & Kashmir,Realme,53415
2020,4,state,Jammu & Kashmir,Apple,29701
2020,4,state,Jammu & Kashmir,OnePlus,13667
2020,4,state,Jammu & Kashmir,Motorola,12734
2020,4,state,Jammu & Kashmir,Huawei,11566
2020,4,state,Jammu & Kashmir,Lenovo,8696
2020,4,state,Jammu & Kashmir,Others,65639
2021,1,state,Jammu & Kashmir,Xiaomi,418392
2021,1,state,Jammu & Kashmir,Samsung,250133
2021,1,state,Jammu & Kashmir,Vivo,176571
2021,1,state,Jammu & Kashmir,Oppo,118812
2021,1,state,Jammu & Kashmir,Realme,61109
2021,1,state,Jammu & Kashmir,Apple,32281
2021,1,state,Jammu & Kashmir,OnePlus,14859
2021,1,state,Jammu & Kashmir,Motorola,12970
2021,1,state,Jammu & Kashmir,Huawei,12094
2021,1,state,Jammu & Kashmir,Lenovo,8627
2021,1,state,Jammu & Kashmir,Others,68970
2021,2,state,Jammu & Kashmir,Xiaomi,446949
2021,2,state,Jammu & Kashmir,Samsung,263753
2021,2,state,Jammu & Kashmir,Vivo,192016
2021,2,state,Jammu & Kashmir,Oppo,126510
2021,2,state,Jammu & Kashmir,Realme,74131
2021,2,state,Jammu & Kashmir,Apple,35495
2021,2,state,Jammu & Kashmir,OnePlus,16719
2021,2,state,Jammu & Kashmir,Motorola,12917
2021,2,state,Jammu & Kashmir,Huawei,11763
2021,2,state,Jammu & Kashmir,Lenovo,8391
2021,2,state,Jammu & Kashmir,Others,72623
2021,3,state,Jammu & Kashmir,Xiaomi,478671
2021,3,state,Jammu & Kashmir,Samsung,274292
2021,3,state,Jammu & Kashmir,Vivo,211136
2021,3,state,Jammu & Kashmir,Oppo,138333
2021,3,state,Jammu & Kashmir,Realme,88207
2021,3,state,Jammu & Kashmir,Apple,38603
2021,3,state,Jammu & Kashmir,OnePlus,20040
2021,3,state,Jammu & Kashmir,Huawei,12963
2021,3,state,Jammu & Kashmir,Motorola,12879
2021,3,state,Jammu & Kashmir,Lenovo,8161
2021,3,state,Jammu & Kashmir,Others,76575
2021,4,state,Jammu & Kashmir,Xiaomi,509234
2021,4,state,Jammu & Kashmir,Samsung,285006
2021,4,state,Jammu & Kashmir,Vivo,226467
2021,4,state,Jammu & Kashmir,Oppo,147610
2021,4,state,Jammu & Kashmir,Realme,107290
2021,4,state,Jammu & Kashmir,Apple,44648
2021,4,state,Jammu & Kashmir,OnePlus,23892
2021,4,state,Jammu & Kashmir,Motorola,13042
2021,4,state,Jammu & Kashmir,Huawei,12597
2021,4,state,Jammu & Kashmir,Tecno,9176
2021,4,state,Jammu & Kashmir,Others,77848
2022,1,state,Jammu & Kashmir,Xiaomi,535687
2022,1,state,Jammu & Kashmir,Samsung,295630
2022,1,state,Jammu & Kashmir,Vivo,242432
2022,1,state,Jammu & Kashmir,Oppo,158382
2022,1,state,Jammu & Kashmir,Realme,123415
2022,1,state,Jammu & Kashmir,Apple,49642
2022,1,state,Jammu & Kashmir,OnePlus,27191
2022,1,state,Jammu & Kashmir,Motorola,12933
2022,1,state,Jammu & Kashmir,Huawei,12674
2022,1,state,Jammu & Kashmir,Tecno,11823
2022,1,state,Jammu & Kashmir,Others,79511
2020,1,state,Jharkhand,Xiaomi,1062496
2020,1,state,Jharkhand,Samsung,679288
2020,1,state,Jharkhand,Vivo,564210
2020,1,state,Jharkhand,Oppo,441507
2020,1,state,Jharkhand,Realme,281656
2020,1,state,Jharkhand,Motorola,76028
2020,1,state,Jharkhand,Lenovo,59716
2020,1,state,Jharkhand,Huawei,52664
2020,1,state,Jharkhand,Apple,43622
2020,1,state,Jharkhand,Gionee,37894
2020,1,state,Jharkhand,Others,352312
2020,2,state,Jharkhand,Xiaomi,1173662
2020,2,state,Jharkhand,Samsung,747993
2020,2,state,Jharkhand,Vivo,646094
2020,2,state,Jharkhand,Oppo,500447
2020,2,state,Jharkhand,Realme,324410
2020,2,state,Jharkhand,Motorola,80707
2020,2,state,Jharkhand,Lenovo,62936
2020,2,state,Jharkhand,Huawei,56895
2020,2,state,Jharkhand,Apple,46009
2020,2,state,Jharkhand,Gionee,40449
2020,2,state,Jharkhand,Others,381433
2020,3,state,Jharkhand,Xiaomi,1282150
2020,3,state,Jharkhand,Samsung,820590
2020,3,state,Jharkhand,Vivo,738721
2020,3,state,Jharkhand,Oppo,558559
2020,3,state,Jharkhand,Realme,373131
2020,3,state,Jharkhand,Motorola,85215
2020,3,state,Jharkhand,Lenovo,66247
2020,3,state,Jharkhand,Huawei,60940
2020,3,state,Jharkhand,Apple,49073
2020,3,state,Jharkhand,Micromax,42087
2020,3,state,Jharkhand,Others,403314
2020,4,state,Jharkhand,Xiaomi,1396020
2020,4,state,Jharkhand,Samsung,897105
2020,4,state,Jharkhand,Vivo,825984
2020,4,state,Jharkhand,Oppo,619048
2020,4,state,Jharkhand,Realme,426528
2020,4,state,Jharkhand,Motorola,89524
2020,4,state,Jharkhand,Lenovo,69536
2020,4,state,Jharkhand,Huawei,65253
2020,4,state,Jharkhand,Apple,52483
2020,4,state,Jharkhand,Gionee,44265
2020,4,state,Jharkhand,Others,432192
2021,1,state,Jharkhand,Xiaomi,1499838
2021,1,state,Jharkhand,Samsung,957520
2021,1,state,Jharkhand,Vivo,914415
2021,1,state,Jharkhand,Oppo,671681
2021,1,state,Jharkhand,Realme,479676
2021,1,state,Jharkhand,Motorola,91888
2021,1,state,Jharkhand,Lenovo,69885
2021,1,state,Jharkhand,Huawei,68272
2021,1,state,Jharkhand,Apple,56181
2021,1,state,Jharkhand,Asus,45472
2021,1,state,Jharkhand,Others,458221
2021,2,state,Jharkhand,Xiaomi,1595475
2021,2,state,Jharkhand,Samsung,1010689
2021,2,state,Jharkhand,Vivo,997874
2021,2,state,Jharkhand,Oppo,721124
2021,2,state,Jharkhand,Realme,562271
2021,2,state,Jharkhand,Motorola,91906
2021,2,state,Jharkhand,Lenovo,67445
2021,2,state,Jharkhand,Huawei,67061
2021,2,state,Jharkhand,Apple,60783
2021,2,state,Jharkhand,Tecno,51242
2021,2,state,Jharkhand,Others,475633
2021,3,state,Jharkhand,Xiaomi,1700564
2021,3,state,Jharkhand,Vivo,1106458
2021,3,state,Jharkhand,Samsung,1050011
2021,3,state,Jharkhand,Oppo,786674
2021,3,state,Jharkhand,Realme,657093
2021,3,state,Jharkhand,Motorola,91051
2021,3,state,Jharkhand,Huawei,70081
2021,3,state,Jharkhand,Apple,65816
2021,3,state,Jharkhand,Lenovo,64742
2021,3,state,Jharkhand,Tecno,62476
2021,3,state,Jharkhand,Others,496877
2021,4,state,Jharkhand,Xiaomi,1792304
2021,4,state,Jharkhand,Vivo,1201048
2021,4,state,Jharkhand,Samsung,1090678
2021,4,state,Jharkhand,Oppo,850118
2021,4,state,Jharkhand,Realme,778246
2021,4,state,Jharkhand,Motorola,92683
2021,4,state,Jharkhand,Apple,77092
2021,4,state,Jharkhand,Infinix,74147
2021,4,state,Jharkhand,Tecno,72058
2021,4,state,Jharkhand,OnePlus,69097
2021,4,state,Jharkhand,Others,498725
2022,1,state,Jharkhand,Xiaomi,1869656
2022,1,state,Jharkhand,Vivo,1293214
2022,1,state,Jharkhand,Samsung,1130720
2022,1,state,Jharkhand,Oppo,915649
2022,1,state,Jharkhand,Realme,888356
2022,1,state,Jharkhand,Motorola,93032
2022,1,state,Jharkhand,Tecno,86837
2022,1,state,Jharkhand,Apple,85280
2022,1,state,Jharkhand,Infinix,83718
2022,1,state,Jharkhand,OnePlus,79779
2022,1,state,Jharkhand,Others,499034
2020,1,state,Karnataka,Xiaomi,4413738
2020,1,state,Karnataka,Samsung,3434923
2020,1,state,Karnataka,Vivo,3081057
2020,1,state,Karnataka,Oppo,1888027
2020,1,state,Karnataka,Apple,688203
2020,1,state,Karnataka,OnePlus,616490
2020,1,state,Karnataka,Realme,577066
2020,1,state,Karnataka,Motorola,528879
2020,1,state,Karnataka,Huawei,332377
2020,1,state,Karnataka,Lenovo,299776
2020,1,state,Karnataka,Others,1156444
2020,2,state,Karnataka,Xiaomi,4835717
2020,2,state,Karnataka,Samsung,3760784
2020,2,state,Karnataka,Vivo,3448934
2020,2,state,Karnataka,Oppo,2113499
2020,2,state,Karnataka,Apple,721866
2020,2,state,Karnataka,Realme,645204
2020,2,state,Karnataka,OnePlus,636867
2020,2,state,Karnataka,Motorola,562359
2020,2,state,Karnataka,Huawei,357407
2020,2,state,Karnataka,Lenovo,316928
2020,2,state,Karnataka,Others,1255801
2020,3,state,Karnataka,Xiaomi,5287266
2020,3,state,Karnataka,Samsung,4123920
2020,3,state,Karnataka,Vivo,3885369
2020,3,state,Karnataka,Oppo,2361292
2020,3,state,Karnataka,Apple,764040
2020,3,state,Karnataka,Realme,730583
2020,3,state,Karnataka,OnePlus,665424
2020,3,state,Karnataka,Motorola,596112
2020,3,state,Karnataka,Huawei,384491
2020,3,state,Karnataka,Lenovo,336521
2020,3,state,Karnataka,Others,1352532
2020,4,state,Karnataka,Xiaomi,5759174
2020,4,state,Karnataka,Samsung,4507034
2020,4,state,Karnataka,Vivo,4315773
2020,4,state,Karnataka,Oppo,2613131
2020,4,state,Karnataka,Realme,827842
2020,4,state,Karnataka,Apple,817087
2020,4,state,Karnataka,OnePlus,698767
2020,4,state,Karnataka,Motorola,629773
2020,4,state,Karnataka,Huawei,412496
2020,4,state,Karnataka,Lenovo,356004
2020,4,state,Karnataka,Others,1463101
2021,1,state,Karnataka,Xiaomi,6173033
2021,1,state,Karnataka,Samsung,4808995
2021,1,state,Karnataka,Vivo,4760972
2021,1,state,Karnataka,Oppo,2840533
2021,1,state,Karnataka,Realme,932695
2021,1,state,Karnataka,Apple,874661
2021,1,state,Karnataka,OnePlus,736433
2021,1,state,Karnataka,Motorola,644344
2021,1,state,Karnataka,Huawei,430094
2021,1,state,Karnataka,Lenovo,358120
2021,1,state,Karnataka,Others,1535952
2021,2,state,Karnataka,Xiaomi,6567268
2021,2,state,Karnataka,Vivo,5226819
2021,2,state,Karnataka,Samsung,5073030
2021,2,state,Karnataka,Oppo,3067347
2021,2,state,Karnataka,Realme,1108812
2021,2,state,Karnataka,Apple,931735
2021,2,state,Karnataka,OnePlus,794419
2021,2,state,Karnataka,Motorola,635937
2021,2,state,Karnataka,Huawei,423934
2021,2,state,Karnataka,Lenovo,343779
2021,2,state,Karnataka,Others,1577943
2021,3,state,Karnataka,Xiaomi,6973776
2021,3,state,Karnataka,Vivo,5824764
2021,3,state,Karnataka,Samsung,5266120
2021,3,state,Karnataka,Oppo,3352923
2021,3,state,Karnataka,Realme,1315961
2021,3,state,Karnataka,Apple,999896
2021,3,state,Karnataka,OnePlus,906742
2021,3,state,Karnataka,Motorola,618317
2021,3,state,Karnataka,Huawei,423894
2021,3,state,Karnataka,Lenovo,322124
2021,3,state,Karnataka,Others,1609704
2021,4,state,Karnataka,Xiaomi,7306532
2021,4,state,Karnataka,Vivo,6391484
2021,4,state,Karnataka,Samsung,5458878
2021,4,state,Karnataka,Oppo,3645496
2021,4,state,Karnataka,Realme,1586292
2021,4,state,Karnataka,Apple,1120969
2021,4,state,Karnataka,OnePlus,1018047
2021,4,state,Karnataka,Motorola,606099
2021,4,state,Karnataka,Huawei,403084
2021,4,state,Karnataka,Lenovo,295548
2021,4,state,Karnataka,Others,1627217
2022,1,state,Karnataka,Xiaomi,7620184
2022,1,state,Karnataka,Vivo,6902224
2022,1,state,Karnataka,Samsung,5641275
2022,1,state,Karnataka,Oppo,3941299
2022,1,state,Karnataka,Realme,1813184
2022,1,state,Karnataka,Apple,1215812
2022,1,state,Karnataka,OnePlus,1110711
2022,1,state,Karnataka,Motorola,595920
2022,1,state,Karnataka,Huawei,394470
2022,1,state,Karnataka,Lenovo,290138
2022,1,state,Karnataka,Others,1675132
2020,1,state,Kerala,Xiaomi,990472
2020,1,state,Kerala,Samsung,858444
2020,1,state,Kerala,Vivo,448326
2020,1,state,Kerala,Oppo,423226
2020,1,state,Kerala,Huawei,259148
2020,1,state,Kerala,Apple,248003
2020,1,state,Kerala,Realme,202442
2020,1,state,Kerala,OnePlus,103907
2020,1,state,Kerala,Motorola,100697
2020,1,state,Kerala,Lenovo,96507
2020,1,state,Kerala,Others,347144
2020,2,state,Kerala,Xiaomi,1124154
2020,2,state,Kerala,Samsung,1009812
2020,2,state,Kerala,Vivo,545130
2020,2,state,Kerala,Oppo,505563
2020,2,state,Kerala,Huawei,303050
2020,2,state,Kerala,Apple,274565
2020,2,state,Kerala,Realme,235063
2020,2,state,Kerala,Motorola,111798
2020,2,state,Kerala,Lenovo,109268
2020,2,state,Kerala,OnePlus,109047
2020,2,state,Kerala,Others,401394
2020,3,state,Kerala,Xiaomi,1299988
2020,3,state,Kerala,Samsung,1205428
2020,3,state,Kerala,Vivo,688186
2020,3,state,Kerala,Oppo,608874
2020,3,state,Kerala,Huawei,356331
2020,3,state,Kerala,Apple,315220
2020,3,state,Kerala,Realme,282157
2020,3,state,Kerala,Lenovo,126302
2020,3,state,Kerala,Motorola,124372
2020,3,state,Kerala,OnePlus,117670
2020,3,state,Kerala,Others,457772
2020,4,state,Kerala,Xiaomi,1466789
2020,4,state,Kerala,Samsung,1399186
2020,4,state,Kerala,Vivo,811546
2020,4,state,Kerala,Oppo,707082
2020,4,state,Kerala,Huawei,402396
2020,4,state,Kerala,Apple,364712
2020,4,state,Kerala,Realme,332456
2020,4,state,Kerala,Lenovo,139386
2020,4,state,Kerala,Motorola,134213
2020,4,state,Kerala,OnePlus,127085
2020,4,state,Kerala,Others,502318
2021,1,state,Kerala,Xiaomi,1589645
2021,1,state,Kerala,Samsung,1517006
2021,1,state,Kerala,Vivo,906705
2021,1,state,Kerala,Oppo,775012
2021,1,state,Kerala,Huawei,426164
2021,1,state,Kerala,Apple,398950
2021,1,state,Kerala,Realme,378100
2021,1,state,Kerala,Lenovo,140787
2021,1,state,Kerala,Motorola,138567
2021,1,state,Kerala,OnePlus,135957
2021,1,state,Kerala,Others,530050
2021,2,state,Kerala,Xiaomi,1714598
2021,2,state,Kerala,Samsung,1605779
2021,2,state,Kerala,Vivo,999633
2021,2,state,Kerala,Oppo,831538
2021,2,state,Kerala,Realme,444654
2021,2,state,Kerala,Huawei,427830
2021,2,state,Kerala,Apple,427612
2021,2,state,Kerala,OnePlus,146086
2021,2,state,Kerala,Lenovo,138448
2021,2,state,Kerala,Motorola,138108
2021,2,state,Kerala,Others,541797
2021,3,state,Kerala,Xiaomi,1859763
2021,3,state,Kerala,Samsung,1678905
2021,3,state,Kerala,Vivo,1115818
2021,3,state,Kerala,Oppo,896805
2021,3,state,Kerala,Realme,528624
2021,3,state,Kerala,Apple,461244
2021,3,state,Kerala,Huawei,422903
2021,3,state,Kerala,OnePlus,167667
2021,3,state,Kerala,Motorola,135436
2021,3,state,Kerala,Lenovo,132669
2021,3,state,Kerala,Others,549591
2021,4,state,Kerala,Xiaomi,1989367
2021,4,state,Kerala,Samsung,1752657
2021,4,state,Kerala,Vivo,1227761
2021,4,state,Kerala,Oppo,961805
2021,4,state,Kerala,Realme,622033
2021,4,state,Kerala,Apple,507548
2021,4,state,Kerala,Huawei,412197
2021,4,state,Kerala,OnePlus,185990
2021,4,state,Kerala,Motorola,137360
2021,4,state,Kerala,Lenovo,125313
2021,4,state,Kerala,Others,551779
2022,1,state,Kerala,Xiaomi,2098370
2022,1,state,Kerala,Samsung,1826034
2022,1,state,Kerala,Vivo,1330622
2022,1,state,Kerala,Oppo,1032233
2022,1,state,Kerala,Realme,705424
2022,1,state,Kerala,Apple,550489
2022,1,state,Kerala,Huawei,408553
2022,1,state,Kerala,OnePlus,199414
2022,1,state,Kerala,Motorola,137230
2022,1,state,Kerala,Lenovo,124999
2022,1,state,Kerala,Others,558931
2020,1,state,Ladakh,Xiaomi,13890
2020,1,state,Ladakh,Vivo,10052
2020,1,state,Ladakh,Samsung,8475
2020,1,state,Ladakh,Oppo,6916
2020,1,state,Ladakh,Realme,2292
2020,1,state,Ladakh,Apple,1130
2020,1,state,Ladakh,OnePlus,1058
2020,1,state,Ladakh,Motorola,787
2020,1,state,Ladakh,Huawei,703
2020,1,state,Ladakh,Lenovo,453
2020,1,state,Ladakh,Others,2034
2020,2,state,Ladakh,Xiaomi,15512
2020,2,state,Ladakh,Vivo,11201
2020,2,state,Ladakh,Samsung,9371
2020,2,state,Ladakh,Oppo,7736
2020,2,state,Ladakh,Realme,2628
2020,2,state,Ladakh,Apple,1234
2020,2,state,Ladakh,OnePlus,1131
2020,2,state,Ladakh,Motorola,828
2020,2,state,Ladakh,Huawei,786
2020,2,state,Ladakh,Lenovo,461
2020,2,state,Ladakh,Others,2146
2020,3,state,Ladakh,Xiaomi,17122
2020,3,state,Ladakh,Vivo,12388
2020,3,state,Ladakh,Samsung,10309
2020,3,state,Ladakh,Oppo,8583
2020,3,state,Ladakh,Realme,3003
2020,3,state,Ladakh,Apple,1338
2020,3,state,Ladakh,OnePlus,1228
2020,3,state,Ladakh,Motorola,865
2020,3,state,Ladakh,Huawei,851
2020,3,state,Ladakh,Lenovo,500
2020,3,state,Ladakh,Others,2214
2020,4,state,Ladakh,Xiaomi,18866
2020,4,state,Ladakh,Vivo,13750
2020,4,state,Ladakh,Samsung,11484
2020,4,state,Ladakh,Oppo,9683
2020,4,state,Ladakh,Realme,3480
2020,4,state,Ladakh,Apple,1484
2020,4,state,Ladakh,OnePlus,1397
2020,4,state,Ladakh,Huawei,924
2020,4,state,Ladakh,Motorola,912
2020,4,state,Ladakh,Lenovo,524
2020,4,state,Ladakh,Others,2349
2021,1,state,Ladakh,Xiaomi,20199
2021,1,state,Ladakh,Vivo,15183
2021,1,state,Ladakh,Samsung,12232
2021,1,state,Ladakh,Oppo,10382
2021,1,state,Ladakh,Realme,3940
2021,1,state,Ladakh,Apple,1613
2021,1,state,Ladakh,OnePlus,1531
2021,1,state,Ladakh,Huawei,941
2021,1,state,Ladakh,Motorola,924
2021,1,state,Ladakh,Lenovo,520
2021,1,state,Ladakh,Others,2454
2021,2,state,Ladakh,Xiaomi,21227
2021,2,state,Ladakh,Vivo,16463
2021,2,state,Ladakh,Samsung,13134
2021,2,state,Ladakh,Oppo,11029
2021,2,state,Ladakh,Realme,4715
2021,2,state,Ladakh,Apple,1823
2021,2,state,Ladakh,OnePlus,1741
2021,2,state,Ladakh,Motorola,922
2021,2,state,Ladakh,Huawei,894
2021,2,state,Ladakh,Lenovo,490
2021,2,state,Ladakh,Others,2610
2021,3,state,Ladakh,Xiaomi,22384
2021,3,state,Ladakh,Vivo,18124
2021,3,state,Ladakh,Samsung,13661
2021,3,state,Ladakh,Oppo,12095
2021,3,state,Ladakh,Realme,5579
2021,3,state,Ladakh,OnePlus,2176
2021,3,state,Ladakh,Apple,2004
2021,3,state,Ladakh,Huawei,1013
2021,3,state,Ladakh,Motorola,910
2021,3,state,Ladakh,Lenovo,476
2021,3,state,Ladakh,Others,2788
2021,4,state,Ladakh,Xiaomi,23462
2021,4,state,Ladakh,Vivo,19473
2021,4,state,Ladakh,Samsung,14073
2021,4,state,Ladakh,Oppo,12900
2021,4,state,Ladakh,Realme,6879
2021,4,state,Ladakh,OnePlus,2678
2021,4,state,Ladakh,Apple,2358
2021,4,state,Ladakh,Huawei,958
2021,4,state,Ladakh,Motorola,912
2021,4,state,Ladakh,Lenovo,449
2021,4,state,Ladakh,Others,2915
2022,1,state,Ladakh,Xiaomi,24460
2022,1,state,Ladakh,Vivo,20679
2022,1,state,Ladakh,Samsung,14554
2022,1,state,Ladakh,Oppo,13813
2022,1,state,Ladakh,Realme,7852
2022,1,state,Ladakh,OnePlus,2984
2022,1,state,Ladakh,Apple,2655
2022,1,state,Ladakh,Huawei,996
2022,1,state,Ladakh,Motorola,921
2022,1,state,Ladakh,Lenovo,502
2022,1,state,Ladakh,Others,3076
2020,1,state,Lakshadweep,Xiaomi,560
2020,1,state,Lakshadweep,Vivo,548
2020,1,state,Lakshadweep,Samsung,431
2020,1,state,Lakshadweep,Oppo,426
2020,1,state,Lakshadweep,Huawei,237
